,Instrument,Company Common Name,ESG Coverage Flag,Region of Headquarters
3756,6383.T,Daifuku Co Ltd,True,Asia
3757,6622.T,Daihen Corp,True,Asia
3758,1822.T,Daiho Corp,True,Asia
3759,8059.T,Daiichi Jitsugyo Co Ltd,True,Asia
3760,4461.T,DKS Co Ltd,True,Asia
3761,6961.T,Enplas Corp,True,Asia
3762,5702.T,Daiki Aluminium Industry Co Ltd,True,Asia
3763,6367.T,Daikin Industries Ltd,True,Asia
3764,7278.T,Exedy Corp,True,Asia
3765,4116.T,Dainichiseika Color & Chemicals MFG Co Ltd,True,Asia
3766,4631.T,DIC Corp,True,Asia
3767,TECE.KL,Techbase Industries Bhd,True,Asia
3768,4506.T,Sumitomo Pharma Co Ltd,True,Asia
3769,7912.T,Dai Nippon Printing Co Ltd,True,Asia
3770,7735.T,Screen Holdings Co Ltd,True,Asia
3771,4611.T,Dai Nippon Toryo Co Ltd,True,Asia
3772,7327.T,Daishi Hokuetsu Financial Group Inc,True,Asia
3773,1878.T,Daito Trust Construction Co Ltd,True,Asia
3774,3107.T,Daiwabo Holdings Co Ltd,True,Asia
3775,1925.T,Daiwa House Industry Co Ltd,True,Asia
3776,6459.T,Daiwa Industries Ltd,True,Asia
3777,8601.T,Daiwa Securities Group Inc,True,Asia
3778,7990.T,Globeride Inc,True,Asia
3779,6706.T,DKK Co Ltd,True,Asia
3780,6517.T,Denyo Co Ltd,True,Asia
3781,8114.T,Descente Ltd,True,Asia
3782,8593.T,Mitsubishi HC Capital Inc,True,Asia
3783,5714.T,DOWA Holdings Co Ltd,True,Asia
3784,6486.T,Eagle Industry Co Ltd,True,Asia
3785,6361.T,Ebara Corp,True,Asia
3786,8541.T,Ehime Bank Ltd,True,Asia
3787,4549.T,Eiken Chemical Co Ltd,True,Asia
3788,4523.T,Eisai Co Ltd,True,Asia
3789,4061.T,Denka Co Ltd,True,Asia
3790,2206.T,Ezaki Glico Co Ltd,True,Asia
3791,6954.T,Fanuc Corp,True,Asia
3792,6794.T,Foster Electric Co Ltd,True,Asia
3793,000712.SZ,Guangdong Golden Dragon Development Inc,True,Asia
3794,7966.T,Lintec Corp,True,Asia
3795,1813.T,Fudo Tetra Corp,True,Asia
3796,8278.T,Fuji Co Ltd,True,Asia
3797,6504.T,Fuji Electric Co Ltd,True,Asia
3798,6955.T,FDK Corp,True,Asia
3799,9010.T,Fuji Kyuko Co Ltd,True,Asia
3800,7270.T,Subaru Corp,True,Asia
3801,4620.T,Fujikura Kasei Co Ltd,True,Asia
3802,5803.T,Fujikura Ltd,True,Asia
3803,6134.T,Fuji Corp (Aichi),True,Asia
3804,2607.T,Fuji Oil Holdings Inc,True,Asia
3805,4901.T,Fujifilm Holdings Corp,True,Asia
3806,4544.T,H.U. Group Holdings Inc,True,Asia
3807,9722.T,Fujita Kanko Inc,True,Asia
3808,6406.T,Fujitec Co Ltd,True,Asia
3809,6755.T,Fujitsu General Ltd,True,Asia
3810,6702.T,Fujitsu Ltd,True,Asia
3811,2211.T,Fujiya Co Ltd,True,Asia
3812,1899.T,Fukuda Corp,True,Asia
3813,8362.T,Fukui Bank Ltd,True,Asia
3814,9075.T,Fukuyama Transporting Co Ltd,True,Asia
3815,9757.T,Funai Soken Holdings Inc,True,Asia
3816,5715.T,Furukawa Co Ltd,True,Asia
3817,4538.T,Fuso Pharmaceutical Industries Ltd,True,Asia
3818,6986.T,Futaba Corp,True,Asia
3819,000718.SZ,Suning Universal Co Ltd,True,Asia
3820,9470.T,Gakken Holdings Co Ltd,True,Asia
3821,6457.T,Glory Ltd,True,Asia
3822,5410.T,Godo Steel Ltd,True,Asia
3823,8111.T,Goldwin Inc,True,Asia
3824,4229.T,Gun Ei Chemical Industry Co Ltd,True,Asia
3825,8334.T,Gunma Bank Ltd,True,Asia
3826,3002.T,Gunze Ltd,True,Asia
3827,8359.T,Hachijuni Bank Ltd,True,Asia
3828,9042.T,Hankyu Hanshin Holdings Inc,True,Asia
3829,8242.T,H2O Retailing Corp,True,Asia
3830,8078.T,Hanwa Co Ltd,True,Asia
3831,1808.T,Haseko Corp,True,Asia
3832,8050.T,Seiko Group Corp,True,Asia
3833,8276.T,Heiwado Co Ltd,True,Asia
3834,8803.T,Heiwa Real Estate Co Ltd,True,Asia
3835,1982.T,Hibiya Engineering Ltd,True,Asia
3836,7205.T,Hino Motors Ltd,True,Asia
3837,HUBE.KL,Hubline Bhd,True,Asia
3838,6806.T,Hirose Electric Co Ltd,True,Asia
3839,6247.T,Hisaka Works Ltd,True,Asia
3840,4530.T,Hisamitsu Pharmaceutical Co Inc,True,Asia
3841,6305.T,Hitachi Construction Machinery Co Ltd,True,Asia
3842,6501.T,Hitachi Ltd,True,Asia
3843,6810.T,Maxell Ltd,True,Asia
3844,7004.T,Kanadevia Corp,True,Asia
3845,6745.T,Hochiki Corp,True,Asia
3846,4112.T,Hodogaya Chemical Co Ltd,True,Asia
3847,5902.T,Hokkan Holdings Ltd,True,Asia
3848,9509.T,Hokkaido Electric Power Co Inc,True,Asia
3849,9534.T,Hokkaido Gas Co Ltd,True,Asia
3850,7381.T,Hokkoku Financial Holdings Inc,True,Asia
3851,3865.T,Hokuetsu Corp,True,Asia
3852,9505.T,Hokuriku Electric Power Co,True,Asia
3853,7267.T,Honda Motor Co Ltd,True,Asia
3854,6856.T,Horiba Ltd,True,Asia
3855,6804.T,Hosiden Corp,True,Asia
3856,6277.T,Hosokawa Micron Corp,True,Asia
3857,2810.T,House Foods Group Inc,True,Asia
3858,4088.T,Air Water Inc,True,Asia
3859,7741.T,Hoya Corp,True,Asia
3860,8386.T,Hyakujushi Bank Ltd,True,Asia
3861,4062.T,Ibiden Co Ltd,True,Asia
3862,7244.T,Ichikoh Industries Ltd,True,Asia
3863,8624.T,Ichiyoshi Securities Co Ltd,True,Asia
3864,6652.T,IDEC Corp,True,Asia
3865,6951.T,JEOL Ltd,True,Asia
3866,9119.T,Iino Kaiun Kaisha Ltd,True,Asia
3867,8098.T,Inabata & Co Ltd,True,Asia
3868,9742.T,INES Corp,True,Asia
3869,000598.SZ,Chengdu Xingrong Environment Co Ltd,True,Asia
3870,9308.T,Inui Global Logistics Co Ltd,True,Asia
3871,6310.T,Iseki&Co Ltd,True,Asia
3872,4028.T,Ishihara Sangyo Kaisha Ltd,True,Asia
3873,7013.T,IHI Corp,True,Asia
3874,7202.T,Isuzu Motors Ltd,True,Asia
3875,8001.T,Itochu Corp,True,Asia
3876,7972.T,Itoki Corp,True,Asia
3877,8088.T,Iwatani Corp,True,Asia
3878,8345.T,Bank of Iwate Ltd,True,Asia
3879,5830.T,Iyogin Holdings Inc,True,Asia
3880,9201.T,Japan Airlines Co Ltd,True,Asia
3881,9706.T,Japan Airport Terminal Co Ltd,True,Asia
3882,6807.T,Japan Aviation Electronics Industry Ltd,True,Asia
3883,1786.T,Oriental Shiraishi Corp,True,Asia
3884,NICE.TA,Nice Ltd,True,Asia
3885,8584.T,JACCS Co Ltd,True,Asia
3886,1109.HK,China Resources Land Ltd,True,Asia
3887,1963.T,JGC Holdings Corp,True,Asia
3888,6368.T,Organo Corp,True,Asia
3889,8032.T,Japan Pulp & Paper Co Ltd,True,Asia
3890,8511.T,Japan Securities Finance Co Ltd,True,Asia
3891,5631.T,Japan Steel Works Ltd,True,Asia
3892,3201.T,Japan Wool Textile Co Ltd,True,Asia
3893,8173.T,Joshin Denki Co Ltd,True,Asia
3894,7942.T,JSP Corp,True,Asia
3895,7380.T,Juroku Financial Group Inc,True,Asia
3896,8267.T,Aeon Co Ltd,True,Asia
3897,8154.T,Kaga Electronics Co Ltd,True,Asia
3898,2811.T,Kagome Co Ltd,True,Asia
3899,1812.T,Kajima Corp,True,Asia
3900,4521.T,Kaken Pharmaceutical Co Ltd,True,Asia
3901,2220.T,Kameda Seika Co Ltd,True,Asia
3902,8037.T,Kamei Corp,True,Asia
3903,9364.T,Kamigumi Co Ltd,True,Asia
3904,9081.T,Kanagawa Chuo Kotsu Co Ltd,True,Asia
3905,8081.T,Kanaden Corp,True,Asia
3906,1942.T,Kandenko Co Ltd,True,Asia
3907,4118.T,Kaneka Corp,True,Asia
3908,8020.T,Kanematsu Corp,True,Asia
3909,600743.SS,Hua Yuan Property Co Ltd,True,Asia
3910,9503.T,Kansai Electric Power Co Inc,True,Asia
3911,4613.T,Kansai Paint Co Ltd,True,Asia
3912,8338.T,Tsukuba Bank Ltd,True,Asia
3913,4047.T,Kanto Denka Kogyo Co Ltd,True,Asia
3914,4452.T,Kao Corp,True,Asia
3915,7256.T,Kasai Kogyo Co Ltd,True,Asia
3916,8016.T,Onward Holdings Co Ltd,True,Asia
3917,3001.T,Katakura Industries Co Ltd,True,Asia
3918,6390.T,Kato Works Co Ltd,True,Asia
3919,7012.T,Kawasaki Heavy Industries Ltd,True,Asia
3920,9107.T,Kawasaki Kisen Kaisha Ltd,True,Asia
3921,7242.T,KYB Corp,True,Asia
3922,9045.T,Keihan Holdings Co Ltd,True,Asia
3923,8818.T,Keihanshin Building Co Ltd,True,Asia
3924,9006.T,Keikyu Corp,True,Asia
3925,9008.T,Keio Corp,True,Asia
3926,9009.T,Keisei Electric Railway Co Ltd,True,Asia
3927,6861.T,Keyence Corp,True,Asia
3928,2801.T,Kikkoman Corp,True,Asia
3929,1944.T,Kinden Corp,True,Asia
3930,9041.T,Kintetsu Group Holdings Co Ltd,True,Asia
3931,9726.T,KNT-CT Holdings Co Ltd,True,Asia
3932,2503.T,Kirin Holdings Co Ltd,True,Asia
3933,8160.T,Kisoji Co Ltd,True,Asia
3934,4547.T,Kissei Pharmaceutical Co Ltd,True,Asia
3935,6317.T,Kitagawa Corp,True,Asia
3936,8551.T,Kita-Nippon Bank Ltd,True,Asia
3937,1866.T,Kitano Construction Corp,True,Asia
3938,6498.T,Kitz Corp,True,Asia
3939,8370.T,Kiyo Bank Ltd,True,Asia
3940,6999.T,Koa Corp,True,Asia
3941,4097.T,Koatsu Gas Kogyo Co Ltd,True,Asia
3942,5406.T,Kobe Steel Ltd,True,Asia
3943,9161.T,Integrated Design & Engineering Holdings Co Ltd,True,Asia
3944,7276.T,Koito Manufacturing Co Ltd,True,Asia
3945,7984.T,Kokuyo Co Ltd,True,Asia
3946,6301.T,Komatsu Ltd,True,Asia
3947,3580.T,Komatsu Matere Co Ltd,True,Asia
3948,8218.T,Komeri Co Ltd,True,Asia
3949,6349.T,Komori Corp,True,Asia
3950,9766.T,Konami Group Corp,True,Asia
3951,4902.T,Konica Minolta Inc,True,Asia
3952,5371.TWO,Coretronic Corp,True,Asia
3953,2360.TW,Chroma ATE Inc,True,Asia
3954,6473.T,JTEKT Corp,True,Asia
3955,4996.T,Kumiai Chemical Industry Co Ltd,True,Asia
3956,3106.T,Kurabo Industries Ltd,True,Asia
3957,3405.T,Kuraray Co Ltd,True,Asia
3958,4023.T,Kureha Corp,True,Asia
3959,5602.T,Kurimoto Ltd,True,Asia
3960,6370.T,Kurita Water Industries Ltd,True,Asia
3961,5352.T,Krosaki Harima Corp,True,Asia
3962,6971.T,Kyocera Corp,True,Asia
3963,7914.T,Kyodo Printing Co Ltd,True,Asia
3964,7226.T,Kyokuto Kaihatsu Kogyo Co Ltd,True,Asia
3965,1301.T,Kyokuyo Co Ltd,True,Asia
3966,6742.T,Kyosan Electric Manufacturing Co Ltd,True,Asia
3967,8244.T,Kintetsu Department Store Co Ltd,True,Asia
3968,4151.T,Kyowa Kirin Co Ltd,True,Asia
3969,1959.T,Kyudenko Corp,True,Asia
3970,9508.T,Kyushu Electric Power Co Inc,True,Asia
3971,8194.T,Life Corp,True,Asia
3972,4912.T,Lion Corp,True,Asia
3973,6592.T,Mabuchi Motor Co Ltd,True,Asia
3974,6135.T,Makino Milling Machine Co Ltd,True,Asia
3975,6586.T,Makita Corp,True,Asia
3976,2288.T,Marudai Food Co Ltd,True,Asia
3977,5463.T,Maruichi Steel Tube Ltd,True,Asia
3978,8252.T,Marui Group Co Ltd,True,Asia
3979,8167.T,Retail Partners Co Ltd,True,Asia
3980,8613.T,Marusan Securities Co Ltd,True,Asia
3981,9068.T,Maruzen Showa Unyu Co Ltd,True,Asia
3982,6752.T,Panasonic Holdings Corp,True,Asia
3983,8237.T,Matsuya Co Ltd,True,Asia
3984,6454.T,Max Co Ltd,True,Asia
3985,7261.T,Mazda Motor Corp,True,Asia
3986,6508.T,Meidensha Corp,True,Asia
3987,1976.T,Meisei Industrial Co Ltd,True,Asia
3988,9744.T,MEITEC Group Holdings Inc,True,Asia
3989,6479.T,Minebea Mitsumi Inc,True,Asia
3990,GESC.NS,Great Eastern Shipping Company Ltd,True,Asia
3991,5273.T,Mitani Sekisan Co Ltd,True,Asia
3992,7280.T,Mitsuba Corp,True,Asia
3993,HEXR.KL,Hextar Healthcare Bhd,True,Asia
3994,8058.T,Mitsubishi Corp,True,Asia
3995,8802.T,Mitsubishi Estate Co Ltd,True,Asia
3996,4182.T,Mitsubishi Gas Chemical Co Inc,True,Asia
3997,7011.T,Mitsubishi Heavy Industries Ltd,True,Asia
3998,5711.T,Mitsubishi Materials Corp,True,Asia
3999,7211.T,Mitsubishi Motors Corp,True,Asia
4000,3864.T,Mitsubishi Paper Mills Ltd,True,Asia
4001,7976.T,Mitsubishi Pencil Co Ltd,True,Asia
4002,5632.T,Mitsubishi Steel Mfg. Co Ltd,True,Asia
4003,9301.T,Mitsubishi Logistics Corp,True,Asia
4004,5192.T,Mitsuboshi Belting Ltd,True,Asia
4005,8031.T,Mitsui & Co Ltd,True,Asia
4006,1821.T,Sumitomo Mitsui Construction Co Ltd,True,Asia
4007,7003.T,Mitsui E&S Co Ltd,True,Asia
4008,6966.T,Mitsui High-tec Inc,True,Asia
4009,1518.T,Mitsui Matsushima Holdings Co Ltd,True,Asia
4010,5706.T,Mitsui Mining and Smelting Co Ltd,True,Asia
4011,4183.T,Mitsui Chemicals Inc,True,Asia
4012,8801.T,Mitsui Fudosan Co Ltd,True,Asia
4013,8131.T,Mitsuuroko Group Holdings Co Ltd,True,Asia
4014,6005.T,Miura Co Ltd,True,Asia
4015,8393.T,Miyazaki Bank Ltd,True,Asia
4016,8022.T,Mizuno Corp,True,Asia
4017,4534.T,Mochida Pharmaceutical Co Ltd,True,Asia
4018,2201.T,Morinaga & Co Ltd,True,Asia
4019,2264.T,Morinaga Milk Industry Co Ltd,True,Asia
4020,6141.T,DMG Mori Co Ltd,True,Asia
4021,6455.T,Morita Holdings Corp,True,Asia
4022,8153.T,Mos Food Services Inc,True,Asia
4023,6981.T,Murata Manufacturing Co Ltd,True,Asia
4024,8336.T,Musashino Bank Ltd,True,Asia
4025,6474.T,Nachi-Fujikoshi Corp,True,Asia
4026,1319.TW,Tong Yang Industry Co Ltd,True,Asia
4027,8012.T,Nagase & Co Ltd,True,Asia
4028,9048.T,Nagoya Railroad Co Ltd,True,Asia
4029,8522.T,Bank of Nagoya Ltd,True,Asia
4030,5408.T,Nakayama Steel Works Ltd,True,Asia
4031,7014.T,Namura Shipbuilding Co Ltd,True,Asia
4032,9044.T,Nankai Electric Railway Co Ltd,True,Asia
4033,8367.T,Nanto Bank Ltd,True,Asia
4034,6701.T,NEC Corp,True,Asia
4035,5976.T,Neturen Co Ltd,True,Asia
4036,5333.T,NGK Insulators Ltd,True,Asia
4037,5334.T,Niterra Co Ltd,True,Asia
4038,5991.T,NHK Spring Co Ltd,True,Asia
4039,5393.T,Nichias Corp,True,Asia
4040,4218.T,Nichiban Co Ltd,True,Asia
4041,6996.T,Nichicon Corp,True,Asia
4042,2871.T,Nichirei Corp,True,Asia
4043,DELM.KL,DKSH Holdings (Malaysia) Bhd,True,Asia
4044,7988.T,Nifco Inc,True,Asia
4045,8174.T,Nippon Gas Co Ltd,True,Asia
4046,6849.T,Nihon Kohden Corp,True,Asia
4047,4619.T,Nihon Tokushu Toryo Co Ltd,True,Asia
4048,8056.T,Biprogy Inc,True,Asia
4049,6376.T,Nikkiso Co Ltd,True,Asia
4050,7974.T,Nintendo Co Ltd,True,Asia
4051,2108.T,Nippon Beet Sugar Manufacturing Co Ltd,True,Asia
4052,7279.T,Hi-Lex Corp,True,Asia
4053,5302.T,Nippon Carbon Co Ltd,True,Asia
4054,6997.T,Nippon Chemi-Con Corp,True,Asia
4055,5563.T,Nippon Denko Co Ltd,True,Asia
4056,6594.T,Nidec Corp,True,Asia
4057,1950.T,Nippon Densetsu Kogyo Co Ltd,True,Asia
4058,5214.T,Nippon Electric Glass Co Ltd,True,Asia
4059,9147.T,Nippon Express Holdings Inc,True,Asia
4060,ANNJ.KL,Ann Joo Resources Bhd,True,Asia
4061,2001.T,Nippn Corp,True,Asia
4062,4272.T,Nippon Kayaku Co Ltd,True,Asia
4063,7731.T,Nikon Corp,True,Asia
4064,9072.T,Nikkon Holdings Co Ltd,True,Asia
4065,2282.T,NH Foods Ltd,True,Asia
4066,4403.T,NOF Corp,True,Asia
4067,7240.T,NOK Corp,True,Asia
4068,4612.T,Nippon Paint Holdings Co Ltd,True,Asia
4069,4095.T,Nihon Parkerizing Co Ltd,True,Asia
4070,6490.T,PILLAR Corp,True,Asia
4071,1884.T,Nippon Road Co Ltd,True,Asia
4072,4091.T,Nippon Sanso Holdings Corp,True,Asia
4073,7287.T,Nippon Seiki Co Ltd,True,Asia
4074,5202.T,Nippon Sheet Glass Co Ltd,True,Asia
4075,4516.T,Nippon Shinyaku Co Ltd,True,Asia
4076,4114.T,Nippon Shokubai Co Ltd,True,Asia
4077,6741.T,Nippon Signal Co Ltd,True,Asia
4078,4041.T,Nippon Soda Co Ltd,True,Asia
4079,5401.T,Nippon Steel Corp,True,Asia
4080,1332.T,Nissui Corp,True,Asia
4081,9759.T,NSD Co Ltd,True,Asia
4082,9404.T,Nippon Television Holdings Inc,True,Asia
4083,6480.T,Nippon Thompson Co Ltd,True,Asia
4084,7995.T,Valqua Ltd,True,Asia
4085,5480.T,Nippon Yakin Kogyo Co Ltd,True,Asia
4086,9101.T,Nippon Yusen KK,True,Asia
4087,4205.T,Zeon Corp,True,Asia
4088,1820.T,Nishimatsu Construction Co Ltd,True,Asia
4089,9031.T,Nishi-Nippon Railroad Co Ltd,True,Asia
4090,4021.T,Nissan Chemical Corp,True,Asia
4091,7201.T,Nissan Motor Co Ltd,True,Asia
4092,7222.T,Nissan Shatai Co Ltd,True,Asia
4093,MESB.KL,Mesb Bhd,True,Asia
4094,7915.T,Nissha Co Ltd,True,Asia
4095,2002.T,Nisshin Seifun Group Inc,True,Asia
4096,2602.T,Nisshin OilliO Group Ltd,True,Asia
4097,3105.T,Nisshinbo Holdings Inc,True,Asia
4098,600104.SS,SAIC Motor Corp Ltd,True,Asia
4099,2374.TW,Ability Enterprise Co Ltd,True,Asia
4100,8086.T,Nipro Corp,True,Asia
4101,9066.T,Nissin Corp,True,Asia
4102,2897.T,Nissin Foods Holdings Co Ltd,True,Asia
4103,1515.T,Nittetsu Mining Co Ltd,True,Asia
4104,3110.T,Nitto Boseki Co Ltd,True,Asia
4105,6651.T,Nitto Kogyo Corp,True,Asia
4106,8604.T,Nomura Holdings Inc,True,Asia
4107,5331.T,Noritake Co Ltd,True,Asia
4108,5943.T,Noritz Corp,True,Asia
4109,6471.T,NSK Ltd,True,Asia
4110,6472.T,NTN Corp,True,Asia
4111,9432.T,Nippon Telegraph and Telephone Corp,True,Asia
4112,9007.T,Odakyu Electric Railway Co Ltd,True,Asia
4113,8361.T,Ogaki Kyoritsu Bank Ltd,True,Asia
4114,1802.T,Obayashi Corp,True,Asia
4115,8392.T,Oita Bank Ltd,True,Asia
4116,5959.T,Okabe Co Ltd,True,Asia
4117,7994.T,Okamura Corp,True,Asia
4118,8609.T,Okasan Securities Group Inc,True,Asia
4119,6703.T,Oki Electric Industry Co Ltd,True,Asia
4120,6103.T,Okuma Corp,True,Asia
4121,1833.T,Okumura Corp,True,Asia
4122,SUBU.KL,Subur Tiasa Holdings Bhd,True,Asia
4123,4528.T,Ono Pharmaceutical Co Ltd,True,Asia
4124,1980.T,Dai-Dan Co Ltd,True,Asia
4125,9532.T,Osaka Gas Co Ltd,True,Asia
4126,4187.T,Osaka Organic Chemical Industry Ltd,True,Asia
4127,6644.T,Osaki Electric Co Ltd,True,Asia
4128,8200.T,Ringer Hut Co Ltd,True,Asia
4129,7944.T,Roland Corp,True,Asia
4130,4212.T,Sekisui Jushi Corp,True,Asia
4131,6340.T,Shibuya Corp,True,Asia
4132,7701.T,Shimadzu Corp,True,Asia
4133,600873.SS,MeiHua Holdings Group Co Ltd,True,Asia
4134,2354.TW,Foxconn Technology Co Ltd,True,Asia
4135,4063.T,Shin-Etsu Chemical Co Ltd,True,Asia
4136,6458.T,Sinko Industries Ltd,True,Asia
4137,3104.T,Fujibo Holdings Inc,True,Asia
4138,7718.T,Star Micronics Co Ltd,True,Asia
4139,2355.TW,Chin-Poon Industrial Co Ltd,True,Asia
4140,8151.T,Toyo Corp,True,Asia
4141,5105.T,Toyo Tire Corp,True,Asia
4142,8281.T,Xebio Holdings Co Ltd,True,Asia
4143,6279.T,Zuiko Corp,True,Asia
4144,1722.TW,Taiwan Fertilizer Co Ltd,True,Asia
4145,600717.SS,Tianjin Port Holdings Co Ltd,True,Asia
4146,2345.TW,Accton Technology Corp,True,Asia
4147,2301.TW,Lite-On Technology Corp,True,Asia
4148,BFRG.NS,Bharat Forge Ltd,True,Asia
4149,BDMN.JK,Bank Danamon Indonesia Tbk PT,True,Asia
4150,BPI.PS,Bank of the Philippine Islands,True,Asia
4151,SYML.KL,Symphony Life Bhd,True,Asia
4152,RLXO.NS,Relaxo Footwears Ltd,True,Asia
4153,CBMS.KL,Carlsberg Brewery Malaysia Bhd,True,Asia
4154,CMSM.KL,Cahya Mata Sarawak Bhd,True,Asia
4155,CENT.KL,Central Global Bhd,True,Asia
4156,CIMSA.IS,Cimsa Cimento Sanayi ve Ticaret AS,True,Asia
4157,CIPL.NS,Cipla Ltd,True,Asia
4158,600765.SS,AVIC Heavy Machinery Co Ltd,True,Asia
4159,9692.T,Computer Engineering & Consulting Ltd,True,Asia
4160,PENS.KL,Pensonic Holdings Bhd,True,Asia
4161,CFMS.KL,Computer Forms (Malaysia) Bhd,True,Asia
4162,CGPO.NS,CG Power and Industrial Solutions Ltd,True,Asia
4163,TAKA.KL,Syarikat Takaful Malaysia Keluarga Bhd,True,Asia
4164,SCIE.KL,Scientex Packaging (Ayer Keroh) Bhd,True,Asia
4165,DBMS.KL,Dutch Lady Milk Industries Bhd,True,Asia
4166,ATAI.KL,ATA IMS Bhd,True,Asia
4167,ECZYT.IS,Eczacibasi Yatirim Holding Ortakligi AS,True,Asia
4168,ECILC.IS,EIS Eczacibasi Ilac Sinai ve Finansal Yatirimlar Sanayi ve Ticaret AS,True,Asia
4169,EGEEN.IS,Ege Endustri ve Ticaret AS,True,Asia
4170,ENKAI.IS,ENKA Insaat ve Sanayi AS,True,Asia
4171,CHHB.KL,Country Heights Holdings Bhd,True,Asia
4172,AEFES.IS,Anadolu Efes Biracilik ve Malt Sanayii AS,True,Asia
4173,EREGL.IS,Eregli Demir ve Celik Fabrikalari TAS,True,Asia
4174,SCHE.NS,Schaeffler India Ltd,True,Asia
4175,FNXC.NS,Finolex Cables Ltd,True,Asia
4176,QNBTR.IS,Qnb Bank AS,True,Asia
4177,2908.T,Fujicco Co Ltd,True,Asia
4178,7947.T,FP Corp,True,Asia
4179,FEHS.KL,Far East Holdings Bhd,True,Asia
4180,9787.T,Aeon Delight Co Ltd,True,Asia
4181,PARA.KL,Paragon Globe Bhd,True,Asia
4182,2439.TW,Merry Electronics Co Ltd,True,Asia
4183,NBOB.OM,National Bank of Oman SAOG,True,Asia
4184,GENTS.IS,Gentas Dekoratif Yuzeyler Sanayi ve Ticaret AS,True,Asia
4185,GDFR.NS,Godfrey Phillips India Ltd,True,Asia
4186,GOPK.KL,Gopeng Bhd,True,Asia
4187,RCCI.OM,Raysut Cement Company SAOG,True,Asia
4188,GRWL.NS,Garware Technical Fibres Ltd,True,Asia
4189,GRVL.NS,Greaves Cotton Ltd,True,Asia
4190,SAEM.NS,Sarda Energy & Minerals Ltd,True,Asia
4191,GUBRF.IS,Gubre Fabrikalari TAS,True,Asia
4192,APAR.NS,Apar Industries Ltd,True,Asia
4193,HMSP.JK,Hanjaya Mandala Sampoerna Tbk PT,True,Asia
4194,MSCB.KL,Malaysia Smelting Corporation Bhd,True,Asia
4195,CCKH.KL,CCK Consolidated Holdings Bhd,True,Asia
4196,PMET.KL,Press Metal Aluminium Holdings Bhd,True,Asia
4197,HHCS.KL,Ho Hup Construction Company Bhd,True,Asia
4198,FACN.KL,FACB Industries Incorporated Bhd,True,Asia
4199,8368.T,Hyakugo Bank Ltd,True,Asia
4200,MBMR.KL,MBM Resources Bhd,True,Asia
4201,6820.T,Icom Inc,True,Asia
4202,BNII.JK,Bank Maybank Indonesia Tbk PT,True,Asia
4203,3034.TW,Novatek Microelectronics Corp,True,Asia
4204,INKP.JK,Indah Kiat Pulp & Paper Tbk PT,True,Asia
4205,IOIB.KL,IOI Corporation Bhd,True,Asia
4206,HDBK.NS,HDFC Bank Ltd,True,Asia
4207,INTEM.IS,Intema Insaat ve Tesisat Malzemeleri Yatirim ve Pazarlama AS,True,Asia
4208,TINV.NS,Tata Investment Corporation Ltd,True,Asia
4209,6291.T,Airtech Japan Ltd,True,Asia
4210,GILE.NS,Gillette India Ltd,True,Asia
4211,8273.T,Izumi Co Ltd,True,Asia
4212,JAIR.NS,Jain Irrigation Systems Ltd,True,Asia
4213,JBCH.NS,J B Chemicals and Pharmaceuticals Ltd,True,Asia
4214,TANC.KL,Tanco Holdings Bhd,True,Asia
4215,JARD.SI,Jardine Matheson Holdings Ltd,True,Asia
4216,600126.SS,Hang Zhou Iron & Steel Co Ltd,True,Asia
4217,2029.TW,Sheng Yu Steel Co Ltd,True,Asia
4218,1951.T,EXEO Group Inc,True,Asia
4219,WHIR.NS,Whirlpool of India Ltd,True,Asia
4220,ARBN.NS,Aurobindo Pharma Ltd,True,Asia
4221,KIRP.NS,Kirloskar Pneumatic Company Ltd,True,Asia
4222,CUMM.NS,Cummins India Ltd,True,Asia
4223,KLBF.JK,Kalbe Farma Tbk PT,True,Asia
4224,ECMI.KL,ECM Libra Group Bhd,True,Asia
4225,KLRK.KL,Kluang Rubber Company (Malaya) Bhd,True,Asia
4226,9678.T,Kanamoto Co Ltd,True,Asia
4227,KCHOL.IS,Koc Holding AS,True,Asia
4228,CPGT.KL,Compugates Holdings Bhd,True,Asia
4229,KREK.KL,Kretam Holdings Bhd,True,Asia
4230,000876.SZ,New Hope Liuhe Co Ltd,True,Asia
4231,9869.T,Kato Sangyo Co Ltd,True,Asia
4232,KCDS.KL,Kuchai Development Bhd,True,Asia
4233,3861.T,Oji Holdings Corp,True,Asia
4234,2545.TW,Huang Hsiang Construction Corp,True,Asia
4235,LMHS.KL,Landmarks Bhd,True,Asia
4236,LHTM.KL,Lee Swee Kiat Group Bhd,True,Asia
4237,AINM.KL,Allianz Malaysia Bhd,True,Asia
4238,TLMM.KL,Telekom Malaysia Bhd,True,Asia
4239,MAXI.NS,Max Financial Services Ltd,True,Asia
4240,MBT.PS,Metropolitan Bank and Trust Co,True,Asia
4241,MEIS.KL,Mercury Industries Bhd,True,Asia
4242,MTDL.JK,Metrodata Electronics Tbk PT,True,Asia
4243,MGROS.IS,Migros Ticaret AS,True,Asia
4244,BOSH.NS,Bosch Ltd,True,Asia
4245,2352.TW,Qisda Corp,True,Asia
4246,600115.SS,China Eastern Airlines Corp Ltd,True,Asia
4247,600640.SS,New Guomai Digital Culture Co Ltd,True,Asia
4248,600779.SS,Sichuan Swellfun Co Ltd,True,Asia
