,Instrument,Company Common Name,ESG Coverage Flag,Region of Headquarters
8246,OVER.KL,Oversea Enterprise Bhd,True,Asia
8247,AKSEN.IS,Aksa Enerji Uretim AS,True,Asia
8248,VND.HM,VNDIRECT Securities Corp,True,Asia
8249,002385.SZ,Beijing Dabeinong Technology Group Co Ltd,True,Asia
8250,002384.SZ,Suzhou Dongshan Precision Manufacturing Co Ltd,True,Asia
8251,TMILLm.BK,T S Flour Mill PCL,True,Asia
8252,VATE.NS,Va Tech Wabag Ltd,True,Asia
8253,002387.SZ,Visionox Technology Inc,True,Asia
8254,002390.SZ,Guizhou Xinbang Pharmaceutical Co Ltd,True,Asia
8255,300070.SZ,Beijing Originwater Technology Co Ltd,True,Asia
8256,JUWL.NS,Jupiter Wagons Ltd,True,Asia
8257,601369.SS,XiAn Shaangu Power Co Ltd,True,Asia
8258,300072.SZ,Beijing Haixin Energy Technology Co Ltd,True,Asia
8259,300073.SZ,Beijing Easpring Material Technology Co Ltd,True,Asia
8260,060980.KS,HL Holdings Corp,True,Asia
8261,3703.TW,Continental Holdings Corp,True,Asia
8262,KRAS.JK,Krakatau Steel (Persero) Tbk PT,True,Asia
8263,002396.SZ,Fujian Star-net Communication Co Ltd,True,Asia
8264,BRMS.JK,Bumi Resources Minerals Tbk PT,True,Asia
8265,PGSUS.IS,Pegasus Hava Tasimaciligi AS,True,Asia
8266,300078.SZ,Hangzhou Century Co Ltd,True,Asia
8267,BUAB.KL,Bumi Armada Bhd,True,Asia
8268,TURB.KL,Turbo-Mech Bhd,True,Asia
8269,002399.SZ,Shenzhen Hepalink Pharmaceutical Group Co Ltd,True,Asia
8270,601288.SS,Agricultural Bank of China Ltd,True,Asia
8271,ICBP.JK,Indofood CBP Sukses Makmur Tbk PT,True,Asia
8272,057050.KS,Hyundai Home Shopping Network Corp,True,Asia
8273,002405.SZ,NavInfo Co Ltd,True,Asia
8274,002407.SZ,Do-Fluoride New Materials Co Ltd,True,Asia
8275,002408.SZ,Zibo Qixiang Tengda Chemical Co Ltd,True,Asia
8276,3673.TW,TPK Holding Co Ltd,True,Asia
8277,COAL.NS,Coal India Ltd,True,Asia
8278,002463.SZ,Wus Printed Circuit Kunshan Co Ltd,True,Asia
8279,CYBE.KL,Cyberjaya Education Group Bhd,True,Asia
8280,MTEL.JK,PT Dayamitra Telekomunikasi Tbk,True,Asia
8281,601717.SS,Zhengzhou Coal Mining Machinery Group Co Ltd,True,Asia
8282,601718.SS,Jihua Group Corp Ltd,True,Asia
8283,002409.SZ,Jiangsu Yoke Technology Co Ltd,True,Asia
8284,002410.SZ,Glodon Co Ltd,True,Asia
8285,1972.HK,Swire Properties Ltd,True,Asia
8286,300085.SZ,Shenzhen InfoGem Technologies Co Ltd,True,Asia
8287,300088.SZ,Wuhu Token Sciences Co Ltd,True,Asia
8288,PUNA.NS,Punjab & Sind Bank,True,Asia
8289,SACB.KL,Sarawak Cable Bhd,True,Asia
8290,601818.SS,China Everbright Bank Co Ltd,True,Asia
8291,002414.SZ,Wuhan Guide Infrared Co Ltd,True,Asia
8292,002415.SZ,Hangzhou Hikvision Digital Technology Co Ltd,True,Asia
8293,002416.SZ,Shenzhen Aisidi Co Ltd,True,Asia
8294,002419.SZ,Rainbow Digital Commercial Co Ltd,True,Asia
8295,SINA.KL,Sinaran Advance Group Bhd,True,Asia
8296,UAC.BK,UAC Global PCL,True,Asia
8297,002422.SZ,Sichuan Kelun Pharmaceutical Co Ltd,True,Asia
8298,002423.SZ,COFCO Capital Holdings Co Ltd,True,Asia
8299,002424.SZ,Guizhou Bailing Group Pharmaceutical Co Ltd,True,Asia
8300,601229.SS,Bank of Shanghai Co Ltd,True,Asia
8301,AZRG.TA,Azrieli Group Ltd,True,Asia
8302,1282.HK,Renze Harvest International Ltd,True,Asia
8303,002432.SZ,Andon Health Co Ltd,True,Asia
8304,002429.SZ,Shenzhen MTC Co Ltd,True,Asia
8305,002430.SZ,Hangzhou Oxygen Plant Group Co Ltd,True,Asia
8306,PAYT.NS,One 97 Communications Ltd,True,Asia
8307,002434.SZ,Zhejiang Wanliyang Co Ltd,True,Asia
8308,002461.SZ,Guangzhou Zhujiang Brewery Co Ltd,True,Asia
8309,SHIN.KL,Shin Yang Group Bhd,True,Asia
8310,002439.SZ,Venustech Group Inc,True,Asia
8311,4938.TW,Pegatron Corp,True,Asia
8312,601000.SS,Tangshan Port Group Co Ltd,True,Asia
8313,002465.SZ,Guangzhou Haige Communications Group Inc Co,True,Asia
8314,BSIM.JK,Bank Sinarmas Tbk PT,True,Asia
8315,2128.HK,China Lesso Group Holdings Ltd,True,Asia
8316,ESCB.KL,Eversendai Corporation Bhd,True,Asia
8317,AIRX.KL,AirAsia X Bhd,True,Asia
8318,002440.SZ,Zhejiang Runtu Co Ltd,True,Asia
8319,4147.TWO,TaiMed Biologics Inc,True,Asia
8320,KICB.KL,Kimlun Corporation Bhd,True,Asia
8321,CAMA.KL,CapitaLand Malaysia Trust,True,Asia
8322,ANELE.IS,Anel Elektrik Proje Taahhut ve Ticaret AS,True,Asia
8323,SUNW.KL,Sunway Real Estate Investment Trust,True,Asia
8324,601880.SS,Liaoning Port Co Ltd,True,Asia
8325,002444.SZ,Hangzhou GreatStar Industrial Co Ltd,True,Asia
8326,1788.HK,Guotai Junan International Holdings Ltd,True,Asia
8327,EAHL.KL,EA Holdings Bhd,True,Asia
8328,INGE.KL,Ingenieur Gudang Bhd,True,Asia
8329,PGEO.JK,Pertamina Geothermal Energy PT Tbk,True,Asia
8330,FOPT.KL,Focus Point Holdings Bhd,True,Asia
8331,2723.TW,Gourmet Master Co Ltd,True,Asia
8332,081660.KS,Fila Holdings Corp,True,Asia
8333,WSKT.JK,Waskita Karya (Persero) Tbk PT,True,Asia
8334,300098.SZ,Gosuncn Technology Group Co Ltd,True,Asia
8335,300133.SZ,Zhejiang Huace Film & TV Co Ltd,True,Asia
8336,SCCH.KL,SCC Holdings Bhd,True,Asia
8337,WUMSY.PK,Wumart Stores Inc,True,Asia
8338,IVRY.KL,Ivory Properties Group Bhd,True,Asia
8339,002456.SZ,OFILM Group Co Ltd,True,Asia
8340,TBIG.JK,Tower Bersama Infrastructure Tbk PT,True,Asia
8341,MAPI.SI,Mapletree Industrial Trust,True,Asia
8342,002458.SZ,Shandong Yisheng Livestock & Poultry Breeding Co Ltd,True,Asia
8343,002459.SZ,JA Solar Technology Co Ltd,True,Asia
8344,002460.SZ,Ganfeng Lithium Group Co Ltd,True,Asia
8345,PDR.HM,Phat Dat Real Estate Development Corp,True,Asia
8346,MMYT.OQ,MakeMyTrip Ltd,True,Asia
8347,GOOD.JK,Garudafood Putra Putri Jaya Tbk PT,True,Asia
8348,128940.KS,Hanmi Pharm Co Ltd,True,Asia
8349,071840.KS,LOTTE Himart Co Ltd,True,Asia
8350,MOIL.NS,Moil Ltd,True,Asia
8351,002500.SZ,Shanxi Securities Co Ltd,True,Asia
8352,002482.SZ,Shenzhen Grandland Group Co Ltd,True,Asia
8353,ORDS.OM,Omani Qatari Telecommunication Company PJSC,True,Asia
8354,7148.T,Financial Partners Group Co Ltd,True,Asia
8355,MASKN.KW,Al Masaken International Real Estate Development Co KSCP,True,Asia
8356,300113.SZ,Hangzhou Shunwang Technology Co Ltd,True,Asia
8357,300114.SZ,Zhonghang Electronic Measuring Instruments Co Ltd,True,Asia
8358,3661.TW,Alchip Technologies Ltd,True,Asia
8359,002466.SZ,Tianqi Lithium Corp,True,Asia
8360,2233.HK,West China Cement Ltd,True,Asia
8361,GEX.HM,Gelex Group JSC,True,Asia
8362,300115.SZ,Shenzhen Everwin Precision Technology Co Ltd,True,Asia
8363,300118.SZ,Risen Energy Co Ltd,True,Asia
8364,002468.SZ,STO Express Co Ltd,True,Asia
8365,002470.SZ,Kingenta Ecological Engineering Group Co Ltd,True,Asia
8366,SPAD.NS,Spandana Sphoorty Financial Ltd,True,Asia
8367,002472.SZ,Zhejiang Shuanghuan Driveline Co Ltd,True,Asia
8368,BAM.BK,Bangkok Commercial Asset Management PCL,True,Asia
8369,002475.SZ,Luxshare Precision Industry Co Ltd,True,Asia
8370,1308.HK,SITC International Holdings Co Ltd,True,Asia
8371,002594.SZ,BYD Co Ltd,True,Asia
8372,601336.SS,New China Life Insurance Company Ltd,True,Asia
8373,GALX.NS,Galaxy Surfactants Ltd,True,Asia
8374,4961.TW,Fitipower Integrated Technology Inc,True,Asia
8375,096530.KQ,Seegene Inc,True,Asia
8376,300122.SZ,Chongqing Zhifei Biological Products Co Ltd,True,Asia
8377,300124.SZ,Shenzhen Inovance Technology Co Ltd,True,Asia
8378,9413.T,TV Tokyo Holdings Corp,True,Asia
8379,1417.T,Mirait One Corp,True,Asia
8380,CYPR.KL,Cypark Resources Bhd,True,Asia
8381,SFUNY.PK,Fang Holdings Ltd,True,Asia
8382,601238.SS,Guangzhou Automobile Group Co Ltd,True,Asia
8383,MGRC.KL,Malaysian Genomics Resource Centre Bhd,True,Asia
8384,PCGB.KL,PETRONAS Chemicals Group Bhd,True,Asia
8385,0853.HK,Microport Scientific Corp,True,Asia
8386,SPRC.BK,Star Petroleum Refining PCL,True,Asia
8387,TLI.BK,Thai Life Insurance PCL,True,Asia
8388,002487.SZ,Dajin Heavy Industry Co Ltd,True,Asia
8389,601377.SS,Industrial Securities Co Ltd,True,Asia
8390,4142.TW,Adimmune Corp,True,Asia
8391,QTC.BK,QTC Energy PCL,True,Asia
8392,300142.SZ,Walvax Biotechnology Co Ltd,True,Asia
8393,002506.SZ,GCL System Integration Technology Co Ltd,True,Asia
8394,1179.HK,H World Group Ltd,True,Asia
8395,002491.SZ,Tongding Interconnection Information Co Ltd,True,Asia
8396,002489.SZ,Yotrio Group Co Ltd,True,Asia
8397,4968.TW,RichWave Technology Corp,True,Asia
8398,1733.HK,E-Commodities Holdings Ltd,True,Asia
8399,0975.HK,Mongolian Mining Corp,True,Asia
8400,2282.HK,MGM China Holdings Ltd,True,Asia
8401,AVAL.KL,Avaland Bhd,True,Asia
8402,002738.SZ,Sinomine Resource Group Co Ltd,True,Asia
8403,002497.SZ,Sichuan Yahua Industrial Group Co Ltd,True,Asia
8404,TAL.N,TAL Education Group,True,Asia
8405,MUTT.NS,Muthoot Finance Ltd,True,Asia
8406,047810.KS,Korea Aerospace Industries Ltd,True,Asia
8407,011210.KS,Hyundai Wia Corp,True,Asia
8408,PEERm.BK,Peer for You PCL,True,Asia
8409,1589.TW,Yeong Guan Energy Technology Group Co Ltd,True,Asia
8410,002498.SZ,Qingdao Hanhe Cable Co Ltd,True,Asia
8411,300136.SZ,Shenzhen Sunway Communication Co Ltd,True,Asia
8412,002511.SZ,C&S Paper Co Ltd,True,Asia
8413,002508.SZ,Hangzhou Robam Appliances Co Ltd,True,Asia
8414,300253.SZ,Winning Health Technology Group Co Ltd,True,Asia
8415,ENDU.NS,Endurance Technologies Ltd,True,Asia
8416,4979.TWO,LuxNet Corp,True,Asia
8417,600998.SS,Jointown Pharmaceutical Group Co Ltd,True,Asia
8418,002493.SZ,Rongsheng Petrochemical Co Ltd,True,Asia
8419,601633.SS,Great Wall Motor Co Ltd,True,Asia
8420,MHEB.KL,Malaysia Marine and Heavy Engineering Holdings Bhd,True,Asia
8421,601098.SS,China South Publishing & Media Group Co Ltd,True,Asia
8422,TRGYO.IS,Torunlar Gayrimenkul Yatirim Ortakligi AS,True,Asia
8423,1299.HK,AIA Group Ltd,True,Asia
8424,COWH.KL,China Ouhua Winery Holdings Ltd,True,Asia
8425,8422.TW,Cleanaway Co Ltd,True,Asia
8426,002517.SZ,Kingnet Network Co Ltd,True,Asia
8427,300168.SZ,Wonders Information Co Ltd,True,Asia
8428,1789.TW,ScinoPharm Taiwan Ltd,True,Asia
8429,NOAH.N,Noah Holdings Ltd,True,Asia
8430,LTFL.NS,L&T Finance Ltd,True,Asia
8431,OXHL.SI,Oxley Holdings Ltd,True,Asia
8432,MACT.SI,Mapletree Pan Asia Commercial Trust,True,Asia
8433,002507.SZ,Chongqing Fuling Zhacai Group Co Ltd,True,Asia
8434,002532.SZ,Tianshan Aluminum Group Co Ltd,True,Asia
8435,1101.HK,China Huarong Energy Co Ltd,True,Asia
8436,601777.SS,Lifan Technology Group Co Ltd,True,Asia
8437,4927.T,Pola Orbis Holdings Inc,True,Asia
8438,4578.T,Otsuka Holdings Co Ltd,True,Asia
8439,1117.HK,China Modern Dairy Holdings Ltd,True,Asia
8440,WTON.JK,Wijaya Karya Beton Tbk PT,True,Asia
8441,002518.SZ,Shenzhen Kstar Science & Technology Co Ltd,True,Asia
8442,601933.SS,Yonghui Superstores Co Ltd,True,Asia
8443,CARE.KL,Careplus Group Bhd,True,Asia
8444,300144.SZ,Songcheng Performance Development Co Ltd,True,Asia
8445,SABA.SI,Sabana Industrial Real Estate Investment Trust,True,Asia
8446,300180.SZ,Huafon Microfibre Shanghai Co Ltd,True,Asia
8447,002537.SZ,HyUnion Holding Co Ltd,True,Asia
8448,300146.SZ,Byhealth Co Ltd,True,Asia
8449,1728.HK,China ZhengTong Auto Services Holdings Ltd,True,Asia
8450,1555.HK,MIE Holdings Corp,True,Asia
8451,ALBH.BH,Aluminium Bahrain BSC,True,Asia
8452,HBGL.KL,HB Global Ltd,True,Asia
8453,1112.HK,Health and Happiness (H&H) International Holdings Ltd,True,Asia
8454,601116.SS,Sanjiang Shopping Club Co Ltd,True,Asia
8455,002541.SZ,Anhui Honglu Steel Construction Group Co Ltd,True,Asia
8456,601577.SS,Bank of Changsha Co Ltd,True,Asia
8457,601118.SS,China Hainan Rubber Industry Group Co Ltd,True,Asia
8458,8415.TWO,Brighton-Best International Taiwan Inc,True,Asia
8459,BJTM.JK,Bank Pembangunan Daerah Jawa Timur Tbk PT,True,Asia
8460,1590.TW,Airtac International Group,True,Asia
8461,AGESA.IS,Agesa Hayat ve Emeklilik AS,True,Asia
8462,603993.SS,CMOC Group Ltd,True,Asia
8463,BENL.KL,Benalec Holdings Bhd,True,Asia
8464,002542.SZ,China Zhonghua Geotechnical Engineering Group Co Ltd,True,Asia
8465,601519.SS,Shanghai DZH Ltd,True,Asia
8466,002531.SZ,Titan Wind Energy Suzhou Co Ltd,True,Asia
8467,300182.SZ,Beijing Jetsen Technology Co Ltd,True,Asia
8468,601799.SS,Changzhou Xingyu Automotive Lighting Systems Co Ltd,True,Asia
8469,TAMB.KL,Tambun Indah Land Bhd,True,Asia
8470,300159.SZ,Xinjiang Machinery Research Institute Co Ltd,True,Asia
8471,002558.SZ,Giant Network Group Co Ltd,True,Asia
8472,002555.SZ,37 Interactive Entertainment Network Technology Group Co Ltd,True,Asia
8473,MMMG.KL,MMM Group Bhd,True,Asia
8474,KIRO.NS,Kirloskar Oil Engines Ltd,True,Asia
8475,300166.SZ,Business-intelligence of Oriental Nations Corp Ltd,True,Asia
8476,601216.SS,Inner Mongolia Junzheng Energy & Chemical Group Co Ltd,True,Asia
8477,MARA.KW,Real Estate Trade Centers Company KSCP,True,Asia
8478,300188.SZ,SDIC Intelligence Xiamen Information Co Ltd,True,Asia
8479,020150.KS,Lotte Energy Materials Corp,True,Asia
8480,6808.HK,Sun Art Retail Group Ltd,True,Asia
8481,KSSC.KL,K. Seng Seng Corporation Bhd,True,Asia
8482,601800.SS,China Communications Construction Co Ltd,True,Asia
8483,002557.SZ,Chacha Food Co Ltd,True,Asia
8484,300223.SZ,Ingenic Semiconductor Co Ltd,True,Asia
8485,603000.SS,People.cn Co Ltd,True,Asia
8486,ESHRAQ.AD,Eshraq Investments PJSC,True,Asia
8487,601077.SS,Chongqing Rural Commercial Bank Co Ltd,True,Asia
8488,CNSH.KL,Censof Holdings Bhd,True,Asia
8489,JIYAD.KW,Jiyad Holding Co KSCP,True,Asia
8490,601058.SS,Sailun Group Co Ltd,True,Asia
8491,HVN.HM,Vietnam Airlines JSC,True,Asia
8492,601992.SS,BBMG Corp,True,Asia
8493,002563.SZ,Zhejiang Semir Garment Co Ltd,True,Asia
8494,300199.SZ,Hybio Pharmaceutical Co Ltd,True,Asia
8495,601021.SS,Spring Airlines Co Ltd,True,Asia
8496,BJFO.KL,Berjaya Food Bhd,True,Asia
8497,1378.HK,China Hongqiao Group Ltd,True,Asia
8498,IH.AD,Insurance House P S C,True,Asia
8499,DMT.BK,Don Muang Tollway PCL,True,Asia
8500,BIZIM.IS,Bizim Toptan Satis Magazalari AS,True,Asia
8501,2229.T,Calbee Inc,True,Asia
8502,002643.SZ,Valiant Co Ltd,True,Asia
8503,RGYAS.IS,Ronesans Gayrimenkul Yatirim AS,True,Asia
8504,3659.T,Nexon Co Ltd,True,Asia
8505,600919.SS,Bank of Jiangsu Co Ltd,True,Asia
8506,002568.SZ,Shanghai Bairun Investment Holding Group Co Ltd,True,Asia
8507,DUBK.QA,Dukhan Bank QPSC,True,Asia
8508,4928.T,Noevir Holdings Co Ltd,True,Asia
8509,MANS.KL,Managepay Systems Bhd,True,Asia
8510,1623.HK,Hilong Holding Ltd,True,Asia
8511,601825.SS,Shanghai Rural Commercial Bank Co Ltd,True,Asia
8512,603328.SS,Guangdong Ellington Electronics Technology Co Ltd,True,Asia
8513,UOAD.KL,Uoa Development Bhd,True,Asia
8514,3613.HK,Beijing Tong Ren Tang Chinese Medicine Co Ltd,True,Asia
8515,002572.SZ,Suofeiya Home Collection Co Ltd,True,Asia
8516,3167.T,Tokai Holdings Corp,True,Asia
8517,3360.HK,Far East Horizon Ltd,True,Asia
8518,6004.SE,CATRION Catering Holding Company SJSC,True,Asia
8519,HPHT.SI,Hutchison Port Holdings Trust,True,Asia
8520,601566.SS,Joeone Co Ltd,True,Asia
8521,300212.SZ,Beijing E-hualu Information Technology Co Ltd,True,Asia
8522,300207.SZ,Sunwoda Electronic Co Ltd,True,Asia
8523,601233.SS,Tongkun Group Co Ltd,True,Asia
8524,FOLU.KL,Focus Lumber Bhd,True,Asia
8525,300257.SZ,Kaishan Group Co Ltd,True,Asia
8526,601222.SS,Jiangsu Linyang Energy Co Ltd,True,Asia
8527,138930.KS,BNK Financial Group Inc,True,Asia
8528,SMTR.KL,SMTrack Bhd,True,Asia
8529,300222.SZ,Csg Smart Science&Technology Co Ltd,True,Asia
8530,1929.HK,Chow Tai Fook Jewellery Group Ltd,True,Asia
8531,002583.SZ,Hytera Communications Corp Ltd,True,Asia
8532,002595.SZ,Himile Mechanical Science and Technology Shandong Co Ltd,True,Asia
8533,VNET.OQ,VNET Group Inc,True,Asia
8534,601236.SS,Hongta Securities Co Ltd,True,Asia
8535,ABTS.OQ,Abits Group Inc,True,Asia
8536,601311.SS,Camel Group Co Ltd,True,Asia
8537,ENRG.TA,Energix Renewable Energies Ltd,True,Asia
8538,BMGR.KL,BM Greentech Bhd,True,Asia
8539,300271.SZ,Beijing Thunisoft Co Ltd,True,Asia
8540,002589.SZ,Realcan Pharmaceutical Group Co Ltd,True,Asia
8541,603156.SS,Hebei Yangyuan ZhiHui Beverage Co Ltd,True,Asia
8542,MCLN.KL,MClean Technologies Bhd,True,Asia
8543,2727.TW,Wowprime Corp,True,Asia
8544,FENG.N,Phoenix New Media Ltd,True,Asia
8545,601567.SS,Ningbo Sanxing Medical Electric Co Ltd,True,Asia
8546,FGVH.KL,FGV Holdings Bhd,True,Asia
8547,WIDA.KL,Widad Group Bhd,True,Asia
8548,007070.KS,GS Retail Co Ltd,True,Asia
8549,3608.T,TSI Holdings Co Ltd,True,Asia
8550,138040.KS,Meritz Financial Group Inc,True,Asia
8551,AKFGY.IS,Akfen Gayrimenkul Yatirim Ortakligi AS,True,Asia
8552,GASM.KL,Gas Malaysia Bhd,True,Asia
8553,002600.SZ,Lingyi iTech Guangdong Co,True,Asia
8554,002601.SZ,LB Group Co Ltd,True,Asia
8555,TVDHm.BK,TVD Holdings PCL,True,Asia
8556,XOXB.KL,XOX Bhd,True,Asia
8557,601901.SS,Founder Securities Co Ltd,True,Asia
8558,002607.SZ,Offcn Education Technology Co Ltd,True,Asia
8559,300244.SZ,Dian Diagnostics Group Co Ltd,True,Asia
8560,002602.SZ,Zhejiang Century Huatong Group Co Ltd,True,Asia
8561,139130.KS,DGB Financial Group,True,Asia
8562,HIBI.KL,Hibiscus Petroleum Bhd,True,Asia
8563,MSMH.KL,MSM Malaysia Holdings Bhd,True,Asia
8564,ABMM.JK,ABM Investama Tbk PT,True,Asia
8565,TRVT.NS,Triveni Turbine Ltd,True,Asia
8566,002603.SZ,Shijiazhuang Yiling Pharmaceutical Co Ltd,True,Asia
8567,0968.HK,Xinyi Solar Holdings Ltd,True,Asia
8568,TIFA.JK,KDB Tifa Finance Tbk PT,True,Asia
8569,139480.KS,E-Mart Inc,True,Asia
8570,OAB.OM,Oman Arab Bank SAOG,True,Asia
8571,603456.SS,Zhejiang Jiuzhou Pharmaceutical Co Ltd,True,Asia
8572,300251.SZ,Beijing Enlight Media Co Ltd,True,Asia
8573,BKNZ.OM,Bank Nizwa SAOG,True,Asia
8574,XNET.OQ,Xunlei Ltd,True,Asia
8575,002608.SZ,Jiangsu Guoxin Corp Ltd,True,Asia
8576,1301.SE,United Wire Factories Company JSC,True,Asia
8577,0579.HK,Beijing Jingneng Clean Energy Co Ltd,True,Asia
8578,601636.SS,Zhuzhou Kibing Group Co Ltd,True,Asia
8579,SAWAD.BK,Srisawad Corporation PCL,True,Asia
8580,AWAN.KL,AwanBiru Technology Bhd,True,Asia
8581,INAR.KL,Inari Amertron Bhd,True,Asia
8582,601969.SS,Hainan Mining Co Ltd,True,Asia
8583,PLHB.KL,PeterLabs Holdings Bhd,True,Asia
8584,CATH.KL,Catcha Digital Bhd,True,Asia
8585,5871.TW,Chailease Holding Company Ltd,True,Asia
8586,300267.SZ,Hunan Er-Kang Pharmaceutical Co Ltd,True,Asia
8587,PGOLD.PS,Puregold Price Club Inc,True,Asia
8588,4943.TW,Concraft Holding Co Ltd,True,Asia
8589,4433.T,Hito Communications Holdings Inc,True,Asia
8590,601908.SS,Beijing Jingyuntong Technology Co Ltd,True,Asia
8591,601886.SS,Jangho Group Co Ltd,True,Asia
8592,INUS.NS,Indus Towers Ltd,True,Asia
8593,300294.SZ,China Resources Boya Bio pharmaceutical Group Co Ltd,True,Asia
8594,ELKD.KL,ELK-Desa Resources Bhd,True,Asia
8595,601012.SS,LONGi Green Energy Technology Co Ltd,True,Asia
8596,002624.SZ,Perfect World Co Ltd,True,Asia
8597,002745.SZ,MLS Co Ltd,True,Asia
8598,601669.SS,Power Construction Corporation of China Ltd,True,Asia
8599,SHEN.SI,Sheng Siong Group Ltd,True,Asia
8600,300274.SZ,Sungrow Power Supply Co Ltd,True,Asia
8601,601100.SS,Jiangsu Hengli Hydraulic Co Ltd,True,Asia
8602,BA.BK,Bangkok Airways PCL,True,Asia
8603,SWAY.KL,Sunway Bhd,True,Asia
8604,3655.T,BrainPad Inc,True,Asia
8605,JUST.NS,Just Dial Ltd,True,Asia
8606,002625.SZ,Kuang-Chi Technologies Co Ltd,True,Asia
8607,3656.T,KLab Inc,True,Asia
8608,601225.SS,Shaanxi Coal Industry Co Ltd,True,Asia
8609,4162.TWO,PharmaEngine Inc,True,Asia
8610,2117.T,Wellneo Sugar Co Ltd,True,Asia
8611,7817.T,Paramount Bed Holdings Co Ltd,True,Asia
8612,601555.SS,Soochow Securities Co Ltd,True,Asia
8613,RUCL.NS,Rupa & Company Ltd,True,Asia
8614,002640.SZ,Global Top E-Commerce Co Ltd,True,Asia
8615,ALEM.NS,Alembic Pharmaceuticals Ltd,True,Asia
8616,028260.KS,Samsung C&T Corp,True,Asia
8617,3657.T,Pole To Win Holdings Inc,True,Asia
8618,HUDC.NS,Housing and Urban Development Corporation Ltd,True,Asia
8619,002635.SZ,Suzhou Anjie Technology Co Ltd,True,Asia
8620,PNBH.NS,PNB Housing Finance Ltd,True,Asia
8621,000333.SZ,Midea Group Co Ltd,True,Asia
8622,AKPm.BK,Akkhie Prakarn Public Company Limited,True,Asia
8623,PJW.BK,Panjawattana Plastic PCL,True,Asia
8624,PCJE.NS,PC Jeweller Ltd,True,Asia
8625,4164.TW,CHC Healthcare Group,True,Asia
8626,002648.SZ,Satellite Chemical Co Ltd,True,Asia
8627,4536.TW,Topkey Corp,True,Asia
8628,PTTGC.BK,PTT Global Chemical PCL,True,Asia
8629,1598.TW,Dyaco International Inc,True,Asia
8630,300285.SZ,Shandong Sinocera Functional Material Co Ltd,True,Asia
8631,EMI.PS,Emperador Inc,True,Asia
8632,002673.SZ,Western Securities Co Ltd,True,Asia
8633,601928.SS,Jiangsu Phoenix Publishing & Media Corp Ltd,True,Asia
8634,018260.KS,Samsung SDS Co Ltd,True,Asia
8635,EVDB.KL,EVD Bhd,True,Asia
8636,4003.SE,United Electronics Company JSC,True,Asia
8637,ADESE.IS,Adese Gayrimenkul Yatirim AS,True,Asia
8638,HIAE.NS,Hindustan Aeronautics Ltd,True,Asia
8639,300287.SZ,Beijing Philisense Technology Co Ltd,True,Asia
8640,601360.SS,360 Security Technology Inc,True,Asia
8641,1269.HK,China First Capital Group Ltd,True,Asia
8642,6823.HK,HKT Trust and HKT Ltd,True,Asia
8643,6055.T,Japan Material Co Ltd,True,Asia
8644,6619.T,W-Scope Corp,True,Asia
8645,PREI.KL,Pavilion Real Estate Investment Trust,True,Asia
8646,5263.TWO,Brogent Technologies Inc,True,Asia
8647,601929.SS,JiShi Media Co Ltd,True,Asia
8648,002653.SZ,Haisco Pharmaceutical Group Co Ltd,True,Asia
8649,300296.SZ,Leyard Optoelectronic Co Ltd,True,Asia
8650,601515.SS,Guangdong DFP New Material Group Co Ltd,True,Asia
8651,1201.SE,Takween Advanced Industries SJSC,True,Asia
8652,601231.SS,Universal Scientific Industrial Shanghai Co Ltd,True,Asia
8653,ENJSA.IS,Enerjisa Enerji AS,True,Asia
8654,MINC.NS,Minda Corporation Ltd,True,Asia
8655,5269.TW,Asmedia Technology Inc,True,Asia
8656,002670.SZ,Guosheng Financial Holding Inc,True,Asia
8657,300308.SZ,Zhongji Innolight Co Ltd,True,Asia
8658,603888.SS,Xinhuanet Co Ltd,True,Asia
8659,300315.SZ,Ourpalm Co Ltd,True,Asia
8660,ESSA.JK,ESSA Industries Indonesia Tbk PT,True,Asia
8661,SNTO.KL,Sentoria Group Bhd,True,Asia
8662,2867.TW,Mercuries Life Insurance Co Ltd,True,Asia
8663,NBCC.NS,NBCC (India) Ltd,True,Asia
8664,3660.T,Istyle Inc,True,Asia
8665,8436.TWO,TCI Co Ltd,True,Asia
8666,GTCAP.PS,GT Capital Holdings Inc,True,Asia
8667,002839.SZ,Jiangsu Zhangjiagang Rural Commercial Bank Co Ltd,True,Asia
8668,603077.SS,Sichuan Hebang Biotechnology Co Ltd,True,Asia
8669,3661.T,M-up Holdings Inc,True,Asia
8670,300316.SZ,Zhejiang Jingsheng Mechanical & Electrical Co Ltd,True,Asia
8671,OZKGY.IS,Ozak Gayrimenkul Yatirim Ortakligi AS,True,Asia
8672,601128.SS,Jiangsu Changshu Rural Commercial Bank Co Ltd,True,Asia
8673,002690.SZ,Hefei Meyer Optoelectronic Technology Inc,True,Asia
8674,CSTE.OQ,Caesarstone Ltd,True,Asia
8675,7202.SE,Arabian Internet and Communications Services Company SJSC,True,Asia
8676,002678.SZ,Guangzhou Pearl River Piano Group Co Ltd,True,Asia
8677,6058.T,Vector Inc,True,Asia
8678,002815.SZ,Suntak Technology Co Ltd,True,Asia
8679,603806.SS,Hangzhou First Applied Material Co Ltd,True,Asia
8680,002683.SZ,Guangdong Hongda Holdings Group Co Ltd,True,Asia
8681,002714.SZ,Muyuan Foods Co Ltd,True,Asia
8682,3662.T,Ateam Inc,True,Asia
8683,002701.SZ,ORG Technology Co Ltd,True,Asia
8684,JMT.BK,JMT Network Services PCL,True,Asia
