,Instrument,Company Common Name,ESG Coverage Flag,Region of Headquarters,TRBC Economic Sector Name
8492,HVN.HM,Vietnam Airlines JSC,True,Asia,Industrials
8493,601992.SS,BBMG Corp,True,Asia,Basic Materials
8494,002563.SZ,Zhejiang Semir Garment Co Ltd,True,Asia,Consumer Cyclicals
8495,300199.SZ,Hybio Pharmaceutical Co Ltd,True,Asia,Healthcare
8496,601021.SS,Spring Airlines Co Ltd,True,Asia,Industrials
8497,BJFO.KL,Berjaya Food Bhd,True,Asia,Consumer Cyclicals
8498,1378.HK,China Hongqiao Group Ltd,True,Asia,Basic Materials
8499,IH.AD,Insurance House P S C,True,Asia,Financials
8500,DMT.BK,Don Muang Tollway PCL,True,Asia,Industrials
8501,BIZIM.IS,Bizim Toptan Satis Magazalari AS,True,Asia,Consumer Non-Cyclicals
8502,2229.T,Calbee Inc,True,Asia,Consumer Non-Cyclicals
8503,002643.SZ,Valiant Co Ltd,True,Asia,Industrials
8504,RGYAS.IS,Ronesans Gayrimenkul Yatirim AS,True,Asia,Real Estate
8505,3659.T,Nexon Co Ltd,True,Asia,Technology
8506,600919.SS,Bank of Jiangsu Co Ltd,True,Asia,Financials
8507,002568.SZ,Shanghai Bairun Investment Holding Group Co Ltd,True,Asia,Consumer Non-Cyclicals
8508,DUBK.QA,Dukhan Bank QPSC,True,Asia,Financials
8509,4928.T,Noevir Holdings Co Ltd,True,Asia,Consumer Non-Cyclicals
8510,MANS.KL,Managepay Systems Bhd,True,Asia,Technology
8511,1623.HK,Hilong Holding Ltd,True,Asia,Energy
8512,601825.SS,Shanghai Rural Commercial Bank Co Ltd,True,Asia,Financials
8513,603328.SS,Guangdong Ellington Electronics Technology Co Ltd,True,Asia,Technology
8514,UOAD.KL,Uoa Development Bhd,True,Asia,Real Estate
8515,3613.HK,Beijing Tong Ren Tang Chinese Medicine Co Ltd,True,Asia,Healthcare
8516,002572.SZ,Suofeiya Home Collection Co Ltd,True,Asia,Consumer Cyclicals
8517,3167.T,Tokai Holdings Corp,True,Asia,Energy
8518,3360.HK,Far East Horizon Ltd,True,Asia,Financials
8519,6004.SE,CATRION Catering Holding Company SJSC,True,Asia,Industrials
8520,HPHT.SI,Hutchison Port Holdings Trust,True,Asia,Industrials
8521,601566.SS,Joeone Co Ltd,True,Asia,Consumer Cyclicals
8522,300212.SZ,Beijing E-hualu Information Technology Co Ltd,True,Asia,Technology
8523,300207.SZ,Sunwoda Electronic Co Ltd,True,Asia,Industrials
8524,601233.SS,Tongkun Group Co Ltd,True,Asia,Basic Materials
8525,FOLU.KL,Focus Lumber Bhd,True,Asia,Basic Materials
8526,300257.SZ,Kaishan Group Co Ltd,True,Asia,Industrials
8527,601222.SS,Jiangsu Linyang Energy Co Ltd,True,Asia,Industrials
8528,138930.KS,BNK Financial Group Inc,True,Asia,Financials
8529,SMTR.KL,SMTrack Bhd,True,Asia,Technology
8530,300222.SZ,Csg Smart Science&Technology Co Ltd,True,Asia,Industrials
8531,1929.HK,Chow Tai Fook Jewellery Group Ltd,True,Asia,Consumer Cyclicals
8532,002583.SZ,Hytera Communications Corp Ltd,True,Asia,Technology
8533,002595.SZ,Himile Mechanical Science and Technology Shandong Co Ltd,True,Asia,Industrials
8534,VNET.OQ,VNET Group Inc,True,Asia,Technology
8535,601236.SS,Hongta Securities Co Ltd,True,Asia,Financials
8536,ABTS.OQ,Abits Group Inc,True,Asia,Technology
8537,601311.SS,Camel Group Co Ltd,True,Asia,Consumer Cyclicals
8538,ENRG.TA,Energix Renewable Energies Ltd,True,Asia,Utilities
8539,BMGR.KL,BM Greentech Bhd,True,Asia,Industrials
8540,300271.SZ,Beijing Thunisoft Co Ltd,True,Asia,Technology
8541,002589.SZ,Realcan Pharmaceutical Group Co Ltd,True,Asia,Healthcare
8542,603156.SS,Hebei Yangyuan ZhiHui Beverage Co Ltd,True,Asia,Consumer Non-Cyclicals
8543,MCLN.KL,MClean Technologies Bhd,True,Asia,Industrials
8544,2727.TW,Wowprime Corp,True,Asia,Consumer Cyclicals
8545,FENG.N,Phoenix New Media Ltd,True,Asia,Consumer Cyclicals
8546,601567.SS,Ningbo Sanxing Medical Electric Co Ltd,True,Asia,Industrials
8547,FGVH.KL,FGV Holdings Bhd,True,Asia,Consumer Non-Cyclicals
8548,WIDA.KL,Widad Group Bhd,True,Asia,Industrials
8549,007070.KS,GS Retail Co Ltd,True,Asia,Consumer Non-Cyclicals
8550,3608.T,TSI Holdings Co Ltd,True,Asia,Consumer Cyclicals
8551,138040.KS,Meritz Financial Group Inc,True,Asia,Financials
8552,AKFGY.IS,Akfen Gayrimenkul Yatirim Ortakligi AS,True,Asia,Real Estate
8553,GASM.KL,Gas Malaysia Bhd,True,Asia,Utilities
8554,002600.SZ,Lingyi iTech Guangdong Co,True,Asia,Technology
8555,002601.SZ,LB Group Co Ltd,True,Asia,Basic Materials
8556,TVDHm.BK,TVD Holdings PCL,True,Asia,Consumer Cyclicals
8557,XOXB.KL,XOX Bhd,True,Asia,Technology
8558,601901.SS,Founder Securities Co Ltd,True,Asia,Financials
8559,002607.SZ,Offcn Education Technology Co Ltd,True,Asia,Academic & Educational Services
8560,300244.SZ,Dian Diagnostics Group Co Ltd,True,Asia,Healthcare
8561,002602.SZ,Zhejiang Century Huatong Group Co Ltd,True,Asia,Technology
8562,139130.KS,DGB Financial Group,True,Asia,Financials
8563,HIBI.KL,Hibiscus Petroleum Bhd,True,Asia,Energy
8564,MSMH.KL,MSM Malaysia Holdings Bhd,True,Asia,Consumer Non-Cyclicals
8565,ABMM.JK,ABM Investama Tbk PT,True,Asia,Energy
8566,TRVT.NS,Triveni Turbine Ltd,True,Asia,Industrials
8567,002603.SZ,Shijiazhuang Yiling Pharmaceutical Co Ltd,True,Asia,Healthcare
8568,0968.HK,Xinyi Solar Holdings Ltd,True,Asia,Energy
8569,TIFA.JK,KDB Tifa Finance Tbk PT,True,Asia,Financials
8570,139480.KS,E-Mart Inc,True,Asia,Consumer Non-Cyclicals
8571,OAB.OM,Oman Arab Bank SAOG,True,Asia,Financials
8572,603456.SS,Zhejiang Jiuzhou Pharmaceutical Co Ltd,True,Asia,Healthcare
8573,300251.SZ,Beijing Enlight Media Co Ltd,True,Asia,Consumer Cyclicals
8574,BKNZ.OM,Bank Nizwa SAOG,True,Asia,Financials
8575,XNET.OQ,Xunlei Ltd,True,Asia,Technology
8576,002608.SZ,Jiangsu Guoxin Corp Ltd,True,Asia,Utilities
8577,1301.SE,United Wire Factories Company JSC,True,Asia,Basic Materials
8578,0579.HK,Beijing Jingneng Clean Energy Co Ltd,True,Asia,Utilities
8579,601636.SS,Zhuzhou Kibing Group Co Ltd,True,Asia,Consumer Cyclicals
8580,SAWAD.BK,Srisawad Corporation PCL,True,Asia,Financials
8581,AWAN.KL,AwanBiru Technology Bhd,True,Asia,Technology
8582,INAR.KL,Inari Amertron Bhd,True,Asia,Technology
8583,601969.SS,Hainan Mining Co Ltd,True,Asia,Basic Materials
8584,PLHB.KL,PeterLabs Holdings Bhd,True,Asia,Consumer Non-Cyclicals
8585,CATH.KL,Catcha Digital Bhd,True,Asia,Consumer Cyclicals
8586,5871.TW,Chailease Holding Company Ltd,True,Asia,Financials
8587,300267.SZ,Hunan Er-Kang Pharmaceutical Co Ltd,True,Asia,Healthcare
8588,PGOLD.PS,Puregold Price Club Inc,True,Asia,Consumer Non-Cyclicals
8589,4943.TW,Concraft Holding Co Ltd,True,Asia,Consumer Cyclicals
8590,4433.T,Hito Communications Holdings Inc,True,Asia,Industrials
8591,601908.SS,Beijing Jingyuntong Technology Co Ltd,True,Asia,Technology
8592,601886.SS,Jangho Group Co Ltd,True,Asia,Industrials
8593,INUS.NS,Indus Towers Ltd,True,Asia,Technology
8594,300294.SZ,China Resources Boya Bio pharmaceutical Group Co Ltd,True,Asia,Healthcare
8595,ELKD.KL,ELK-Desa Resources Bhd,True,Asia,Financials
8596,601012.SS,LONGi Green Energy Technology Co Ltd,True,Asia,Energy
8597,002624.SZ,Perfect World Co Ltd,True,Asia,Technology
8598,002745.SZ,MLS Co Ltd,True,Asia,Technology
8599,601669.SS,Power Construction Corporation of China Ltd,True,Asia,Industrials
