,Instrument,Company Common Name,ESG Coverage Flag,Region of Headquarters,TRBC Economic Sector Name
8854,601881.SS,China Galaxy Securities Co Ltd,True,Asia,Financials
8855,ODAS.IS,Odas Elektrik Uretim Sanayi Ticaret AS,True,Asia,Utilities
8856,SHAD.NS,Sharda Motor Industries Ltd,True,Asia,Consumer Cyclicals
8857,PARA.SI,Paragon REIT,True,Asia,Real Estate
8858,601211.SS,Guotai Junan Securities Co Ltd,True,Asia,Financials
8859,SSPW.OM,Sembcorp Salalah Power and Water Company SAOG,True,Asia,Utilities
8860,SAHO.KL,Sasbadi Holdings Bhd,True,Asia,Consumer Cyclicals
8861,RRHI.PS,Robinsons Retail Holdings Inc,True,Asia,Consumer Non-Cyclicals
8862,3186.T,Nextage Co Ltd,True,Asia,Consumer Cyclicals
8863,1107.HK,Modern Land (China) Co Ltd,True,Asia,Real Estate
8864,ABMF.KL,ABM Fujiya Bhd,True,Asia,Consumer Cyclicals
8865,PLUSP.L,Plus500 Ltd,True,Asia,Technology
8866,INWN.NS,Inox Wind Ltd,True,Asia,Energy
8867,ORCE.NS,Orient Cement Ltd,True,Asia,Basic Materials
8868,175330.KS,JB Financial Group Co Ltd,True,Asia,Financials
8869,ADIA.NS,Aditya Birla Fashion and Retail Ltd,True,Asia,Consumer Cyclicals
8870,SMMN.NS,Sammaan Capital Ltd,True,Asia,Financials
8871,MEGA.BK,Mega Lifesciences PCL,True,Asia,Healthcare
8872,2799.HK,China CITIC Financial Asset Management Co Ltd,True,Asia,Financials
8873,027410.KS,BGF Co Ltd,True,Asia,Basic Materials
8874,0636.HK,Kerry Logistics Network Ltd,True,Asia,Industrials
8875,PCSGH.BK,PCS Machine Group Holding PCL,True,Asia,Consumer Cyclicals
8876,M.BK,MK Restaurant Group PCL,True,Asia,Consumer Cyclicals
8877,3288.T,Open House Group Co Ltd,True,Asia,Real Estate
8878,3290.T,One REIT Inc,True,Asia,Real Estate
8879,SOIL.KL,Solid Automotive Bhd,True,Asia,Consumer Cyclicals
8880,2066.HK,Shengjing Bank Co Ltd,True,Asia,Financials
8881,4157.TWO,Taigen Biopharmaceuticals Holdings Ltd,True,Asia,Healthcare
8882,3706.TW,MiTAC Holdings Corp,True,Asia,Technology
8883,180640.KS,Hanjin Kal,True,Asia,Industrials
8884,181710.KS,NHN Corp,True,Asia,Technology
8885,3687.T,Fixstars Corp,True,Asia,Technology
8886,3289.T,Tokyu Fudosan Holdings Corp,True,Asia,Real Estate
8887,3678.T,Media Do Co Ltd,True,Asia,Consumer Cyclicals
8888,6740.T,Japan Display Inc,True,Asia,Technology
8889,1359.HK,China Cinda Asset Management Co Ltd,True,Asia,Financials
8890,MPHC.QA,Mesaieed Petrochemical Holding Company QPSC,True,Asia,Basic Materials
8891,WPHB.KL,Westports Holdings Bhd,True,Asia,Industrials
8892,SEVE.KL,7-Eleven Malaysia Holdings Bhd,True,Asia,Consumer Non-Cyclicals
8893,BABA.N,Alibaba Group Holding Ltd,True,Asia,Technology
8894,3291.T,Iida Group Holdings Co Ltd,True,Asia,Real Estate
8895,WIX.OQ,Wix.Com Ltd,True,Asia,Technology
8896,3292.T,Aeon Reit Investment Corp,True,Asia,Real Estate
8897,2082.SE,Acwa Power Company SJSC,True,Asia,Utilities
8898,6080.T,M&A Capital Partners Co Ltd,True,Asia,Financials
8899,0799.HK,IGG Inc,True,Asia,Technology
8900,1862.HK,Jingrui Holdings Ltd,True,Asia,Real Estate
8901,3679.T,ZIGExN Co Ltd,True,Asia,Technology
8902,3681.T,V-cube Inc,True,Asia,Technology
8903,7779.T,Cyberdyne Inc,True,Asia,Healthcare
8904,601985.SS,China National Nuclear Power Co Ltd,True,Asia,Utilities
8905,600909.SS,Huaan Securities Co Ltd,True,Asia,Financials
8906,1302.SE,Bawan Company SJSC,True,Asia,Consumer Cyclicals
8907,4137.TW,Chlitina Holding Ltd,True,Asia,Consumer Non-Cyclicals
8908,ATHM.N,Autohome Inc,True,Asia,Consumer Cyclicals
8909,4013.SE,Dr Sulaiman Al Habib Medical Services Group Company SJSC,True,Asia,Healthcare
8910,BWLPG.OL,BW LPG Ltd,True,Asia,Energy
8911,PNBS.JK,Bank Panin Dubai Syariah Tbk PT,True,Asia,Financials
8912,7167.T,Mebuki Financial Group Inc,True,Asia,Financials
8913,6088.T,SIGMAXYZ Holdings Inc,True,Asia,Industrials
8914,BARA.KL,Barakah Offshore Petroleum Bhd,True,Asia,Energy
8915,1268.HK,China MeiDong Auto Holdings Ltd,True,Asia,Consumer Cyclicals
8916,1820.SE,BAAN Holding Group Company SJSC,True,Asia,Consumer Cyclicals
8917,1663.T,K&O Energy Group Inc,True,Asia,Energy
8918,1233.HK,Times China Holdings Ltd,True,Asia,Real Estate
8919,6415.TW,Silergy Corp,True,Asia,Technology
8920,DIFu.BK,Digital Telecommunications Infrastructure Fund,True,Asia,Technology
8921,0586.HK,China Conch Venture Holdings Ltd,True,Asia,Industrials
8922,SIDO.JK,Industri Jamu dan Farmasi Sido Muncul Tbk PT,True,Asia,Healthcare
8923,GCAPm.BK,G Capital PCL,True,Asia,Financials
8924,600023.SS,Zhejiang Zheneng Electric Power Co Ltd,True,Asia,Utilities
8925,2638.HK,HK Electric Investments Ltd,True,Asia,Utilities
8926,GPSC.BK,Global Power Synergy PCL,True,Asia,Utilities
8927,PLANB.BK,Plan B Media PCL,True,Asia,Consumer Cyclicals
8928,SAPPE.BK,SAPPE PCL,True,Asia,Consumer Non-Cyclicals
8929,FRPL.SI,Frasers Property Ltd,True,Asia,Real Estate
8930,3295.T,Hulic Reit Inc,True,Asia,Real Estate
8931,OUEI.SI,OUE Real Estate Investment Trust,True,Asia,Real Estate
8932,1622.HK,Redco Properties Group Ltd,True,Asia,Real Estate
8933,601326.SS,Qinhuangdao Port Co Ltd,True,Asia,Industrials
8934,4246.T,DaikyoNishikawa Corp,True,Asia,Consumer Cyclicals
8935,CNPF.PS,Century Pacific Food Inc,True,Asia,Consumer Non-Cyclicals
8936,MDWD.OQ,Mediwound Ltd,True,Asia,Healthcare
8937,3191.T,Joyful Honda Co Ltd,True,Asia,Consumer Cyclicals
8938,SHCR.NS,Sharda Cropchem Ltd,True,Asia,Basic Materials
8939,BEMA.QA,Damaan Islamic Insurance Co Beema,True,Asia,Financials
8940,8454.TW,Momo Com Inc,True,Asia,Consumer Cyclicals
8941,603737.SS,Skshu Paint Co Ltd,True,Asia,Basic Materials
8942,603986.SS,GigaDevice Semiconductor Inc,True,Asia,Technology
8943,1415.HK,Cowell e Holdings Inc,True,Asia,Technology
8944,RESE.KL,Reach Energy Bhd,True,Asia,Energy
8945,3396.HK,Legend Holdings Corp,True,Asia,Technology
8946,2255.HK,Haichang Ocean Park Holdings Ltd,True,Asia,Consumer Cyclicals
8947,TCTM.OQ,TCTM Kids IT Education Inc,True,Asia,Academic & Educational Services
8948,6446.TW,PharmaEssentia Corp,True,Asia,Healthcare
8949,300394.SZ,Suzhou TFC Optical Communication Co Ltd,True,Asia,Technology
8950,300474.SZ,Changsha Jingjia Microelectronics Co Ltd,True,Asia,Technology
8951,9090.T,AZ-Com Maruwa Holdings Inc,True,Asia,Industrials
8952,9024.T,Seibu Holdings Inc,True,Asia,Industrials
8953,300438.SZ,Guangzhou Great Power Energy and Technology Co Ltd,True,Asia,Industrials
8954,300433.SZ,Lens Technology Co Ltd,True,Asia,Technology
8955,688122.SS,Western Superconducting Technologies Co Ltd,True,Asia,Basic Materials
8956,603868.SS,Shanghai Flyco Electrical Appliance Co Ltd,True,Asia,Consumer Cyclicals
8957,603087.SS,Gan & Lee Pharmaceuticals,True,Asia,Healthcare
8958,603338.SS,Zhejiang Dingli Machinery Co Ltd,True,Asia,Industrials
8959,300496.SZ,Thunder Software Technology Co Ltd,True,Asia,Technology
8960,603658.SS,Autobio Diagnostics Co Ltd,True,Asia,Healthcare
8961,603317.SS,Sichuan Teway Food Group Co Ltd,True,Asia,Consumer Non-Cyclicals
8962,601198.SS,Dongxing Securities Corp Ltd,True,Asia,Financials
8963,RATB.NS,RBL Bank Ltd,True,Asia,Financials
8964,603567.SS,HeiLongJiang ZBD Pharmaceutical Co Ltd,True,Asia,Healthcare
8965,601127.SS,Seres Group Co Ltd,True,Asia,Consumer Cyclicals
8966,300442.SZ,Range Intelligent Computing Technology Group Co Ltd,True,Asia,Technology
8967,600959.SS,Jiangsu Broadcasting Cable Information Network Corp Ltd,True,Asia,Technology
8968,3197.T,Skylark Holdings Co Ltd,True,Asia,Consumer Cyclicals
8969,300458.SZ,All Winner Technology Co Ltd,True,Asia,Technology
8970,300487.SZ,Sunresin New Materials Co Ltd,True,Asia,Basic Materials
8971,3296.T,Nippon REIT Investment Corp,True,Asia,Real Estate
8972,8341.TW,Sunny Friend Environmental Technology Co Ltd,True,Asia,Industrials
8973,6138.HK,Harbin Bank Co Ltd,True,Asia,Financials
8974,600958.SS,Orient Securities Co Ltd,True,Asia,Financials
8975,603899.SS,Shanghai M&G Stationery Inc,True,Asia,Industrials
8976,601689.SS,Ningbo Tuopu Group Co Ltd,True,Asia,Consumer Cyclicals
8977,300450.SZ,Wuxi Lead Intelligent Equipment Co Ltd,True,Asia,Industrials
8978,603568.SS,Zhejiang Weiming Environment Protection Co Ltd,True,Asia,Energy
8979,9618.HK,JD.Com Inc,True,Asia,Consumer Cyclicals
8980,0288.HK,WH Group Ltd,True,Asia,Consumer Non-Cyclicals
8981,601163.SS,Triangle Tyre Co Ltd,True,Asia,Consumer Cyclicals
8982,300463.SZ,Maccura Biotechnology Co Ltd,True,Asia,Healthcare
8983,300413.SZ,Mango Excellent Media Co Ltd,True,Asia,Consumer Cyclicals
8984,MGAS.NS,Mahanagar Gas Ltd,True,Asia,Utilities
8985,603589.SS,Anhui Kouzi Distillery Co Ltd,True,Asia,Consumer Non-Cyclicals
8986,002761.SZ,Zhejiang Construction Investment Group Co Ltd,True,Asia,Industrials
8987,002821.SZ,Asymchem Laboratories Tianjin Co Ltd,True,Asia,Healthcare
8988,300832.SZ,Shenzhen New Industries Biomedical Engineering Co Ltd,True,Asia,Healthcare
8989,600908.SS,Wuxi Rural Commercial Bank Co Ltd,True,Asia,Financials
8990,002791.SZ,Guangdong Kinlong Hardware Products Co Ltd,True,Asia,Consumer Cyclicals
8991,603027.SS,Qianhe Condiment and Food Co Ltd,True,Asia,Consumer Non-Cyclicals
8992,603198.SS,Anhui Yingjia Distillery Co Ltd,True,Asia,Consumer Non-Cyclicals
8993,LEJUY.PK,Leju Holdings Ltd,True,Asia,Real Estate
8994,TOUR.OQ,Tuniu Corp,True,Asia,Consumer Cyclicals
8995,9898.HK,Weibo Corp,True,Asia,Technology
8996,EATE.KL,EA Technique (M) Bhd,True,Asia,Industrials
8997,CMCM.N,Cheetah Mobile Inc,True,Asia,Technology
8998,FSCA.SI,First Sponsor Group Ltd,True,Asia,Real Estate
8999,LINK.JK,Link Net Tbk PT,True,Asia,Technology
9000,NEXN.L,Nexxen International Ltd,True,Asia,Consumer Cyclicals
9001,2186.HK,Luye Pharma Group Ltd,True,Asia,Healthcare
9002,4007.SE,Al Hammadi Holding Company SJSC,True,Asia,Healthcare
9003,6095.T,MedPeer Inc,True,Asia,Technology
9004,3688.T,Carta Holdings Inc,True,Asia,Consumer Cyclicals
9005,ASHG.TA,Ashtrom Group Ltd,True,Asia,Industrials
9006,DEVY.NS,Devyani International Ltd,True,Asia,Consumer Cyclicals
9007,VARB.NS,Varun Beverages Ltd,True,Asia,Consumer Non-Cyclicals
9008,MIKA.JK,Mitra Keluarga Karyasehat Tbk PT,True,Asia,Healthcare
9009,603444.SS,G-bits Network Technology Xiamen Co Ltd,True,Asia,Technology
9010,002812.SZ,Yunnan Energy New Material Co Ltd,True,Asia,Basic Materials
9011,ECOH.KL,Econpile Holdings Bhd,True,Asia,Industrials
9012,3639.HK,Yida China Holdings Ltd,True,Asia,Real Estate
9013,6462.TWO,Egis Technology Inc,True,Asia,Technology
9014,2329.HK,Glory Health Industry Ltd,True,Asia,Real Estate
9015,603345.SS,Anjoy Foods Group Co Ltd,True,Asia,Consumer Non-Cyclicals
9016,603355.SS,Kingclean Electric Co Ltd,True,Asia,Consumer Cyclicals
9017,CYBR.OQ,Cyberark Software Ltd,True,Asia,Technology
9018,300502.SZ,Eoptolink Technology Inc Ltd,True,Asia,Technology
9019,603866.SS,Toly Bread Co Ltd,True,Asia,Consumer Non-Cyclicals
9020,002818.SZ,Chengdu Fusen Noble-House Industrial Co Ltd,True,Asia,Real Estate
9021,FRHO.SI,Frasers Hospitality Trust,True,Asia,Real Estate
9022,300558.SZ,Betta Pharmaceuticals Co Ltd,True,Asia,Healthcare
9023,600956.SS,China Suntien Green Energy Corp Ltd,True,Asia,Utilities
9024,601963.SS,Bank of Chongqing Co Ltd,True,Asia,Financials
9025,601298.SS,Qingdao Port International Co Ltd,True,Asia,Industrials
9026,603569.SS,Beijing Changjiu Logistics Corp,True,Asia,Industrials
9027,002865.SZ,Hainan Drinda New Energy Technology Co Ltd,True,Asia,Energy
9028,603708.SS,Jiajiayue Group Co Ltd,True,Asia,Consumer Non-Cyclicals
9029,603983.SS,Guangdong Marubi Biotechnology Co Ltd,True,Asia,Consumer Non-Cyclicals
9030,603515.SS,Opple Lighting Co Ltd,True,Asia,Consumer Cyclicals
9031,MWG.HM,Mobile World Investment Corp,True,Asia,Consumer Cyclicals
9032,HHRG.KL,HHRG Bhd,True,Asia,Consumer Cyclicals
9033,XINW.KL,Xin Hwa Holdings Bhd,True,Asia,Industrials
9034,603160.SS,Shenzhen Goodix Technology Co Ltd,True,Asia,Technology
9035,600936.SS,Guangxi Radio and Television Information Network Corp Ltd,True,Asia,Consumer Cyclicals
9036,601212.SS,Baiyin Nonferrous Group Co Ltd,True,Asia,Basic Materials
9037,603377.SS,Eastern Pioneer Driving School Co Ltd,True,Asia,Consumer Non-Cyclicals
9038,300482.SZ,Guangzhou Wondfo Biotech Co Ltd,True,Asia,Healthcare
9039,IIAN.NS,Indian Energy Exchange Ltd,True,Asia,Financials
9040,THYO.NS,Thyrocare Technologies Ltd,True,Asia,Healthcare
9041,601611.SS,China Nuclear Engineering & Construction Corp Ltd,True,Asia,Industrials
9042,CBG.BK,Carabao Group PCL,True,Asia,Consumer Non-Cyclicals
9043,INMR.NS,Indiamart Intermesh Ltd,True,Asia,Technology
9044,IREI.SI,IREIT Global,True,Asia,Real Estate
9045,JAPF.SI,Japfa Ltd,True,Asia,Consumer Non-Cyclicals
9046,VPB.HM,Vietnam Prosperity Joint Stock Commercial Bank,True,Asia,Financials
9047,DGC.HM,Ducgiang Chemicals Group JSC,True,Asia,Basic Materials
9048,MTC.BK,Muangthai Capital PCL,True,Asia,Financials
9049,9143.T,SG Holdings Co Ltd,True,Asia,Industrials
9050,5876.TW,Shanghai Commercial & Savings Bank Ltd,True,Asia,Financials
9051,2060.T,Feed One Co Ltd,True,Asia,Consumer Non-Cyclicals
9052,9468.T,Kadokawa Corp,True,Asia,Consumer Cyclicals
9053,7173.T,Tokyo Kiraboshi Financial Group Inc,True,Asia,Financials
9054,6240.T,Yamashin-Filter Corp,True,Asia,Industrials
9055,STC.KW,Kuwait Telecommunications Company KSCP,True,Asia,Technology
9056,1578.HK,Bank of Tianjin Co Ltd,True,Asia,Financials
9057,6443.TW,TSEC Corp,True,Asia,Technology
9058,601916.SS,China Zheshang Bank Co Ltd,True,Asia,Financials
9059,SEDG.OQ,Solaredge Technologies Inc,True,Asia,Energy
9060,3707.TWO,Episil Technologies Inc,True,Asia,Technology
9061,3694.T,OPTiM Corp,True,Asia,Technology
9062,002831.SZ,ShenZhen YUTO Packaging Technology Co Ltd,True,Asia,Basic Materials
9063,CARM.KL,Carimin Petroleum Bhd,True,Asia,Energy
9064,SCOG.KL,Sunway Construction Group Bhd,True,Asia,Industrials
9065,6472.TW,Bora Pharmaceuticals Co Ltd,True,Asia,Healthcare
9066,1303.SE,Electrical Industries Company JSC,True,Asia,Industrials
9067,1310.HK,HKBN Ltd,True,Asia,Technology
9068,603517.SS,Juewei Food Co Ltd,True,Asia,Consumer Non-Cyclicals
9069,204320.KS,HL Mando Corp,True,Asia,Consumer Cyclicals
9070,6099.T,Elan Corp,True,Asia,Healthcare
9071,EPG.BK,Eastern Polymer Group PCL,True,Asia,Basic Materials
9072,NDRm.BK,ND Rubber PCL,True,Asia,Consumer Cyclicals
9073,TFG.BK,Thaifoods Group PCL,True,Asia,Consumer Non-Cyclicals
9074,1381.HK,Canvest Environmental Protection Group Company Ltd,True,Asia,Utilities
9075,3697.T,SHIFT Inc,True,Asia,Technology
9076,214320.KS,Innocean Worldwide Inc,True,Asia,Consumer Cyclicals
9077,PDSL.NS,PDS Limited,True,Asia,Consumer Cyclicals
9078,ECOD.KL,Eco World International Bhd,True,Asia,Real Estate
9079,6488.TWO,Globalwafers Co Ltd,True,Asia,Technology
9080,1958.HK,BAIC Motor Corp Ltd,True,Asia,Consumer Cyclicals
9081,3451.T,Tosei Reit Investment Corp,True,Asia,Real Estate
9082,603833.SS,Oppein Home Group Inc,True,Asia,Consumer Cyclicals
9083,ONLY.KL,Only World Group Holdings Bhd,True,Asia,Consumer Cyclicals
9084,3309.T,Sekisui House Reit Inc,True,Asia,Real Estate
9085,IFIB.NS,Infibeam Avenues Ltd,True,Asia,Technology
9086,9551.T,Metawater Co Ltd,True,Asia,Industrials
9087,196170.KQ,Alteogen Inc,True,Asia,Healthcare
9088,6028.T,TechnoPro Holdings Inc,True,Asia,Industrials
9089,3902.T,Medical Data Vision Co Ltd,True,Asia,Healthcare
9090,9418.T,U-Next Holdings Co Ltd,True,Asia,Technology
9091,MM2A.SI,MM2 Asia Ltd,True,Asia,Consumer Cyclicals
9092,MOMO.OQ,Hello Group Inc,True,Asia,Technology
9093,9517.T,Erex Co Ltd,True,Asia,Utilities
9094,002841.SZ,Guangzhou Shiyuan Electronic Technology Co Ltd,True,Asia,Technology
9095,603218.SS,Riyue Heavy Industry Co Ltd,True,Asia,Basic Materials
9096,4321.SE,Arabian Centres Company SJSC,True,Asia,Real Estate
9097,KRON.KL,Kronologi Asia Bhd,True,Asia,Technology
9098,KEPE.SI,Keppel DC REIT,True,Asia,Real Estate
9099,SEDA.KL,SEDANIA Innovator Bhd,True,Asia,Technology
9100,IFAS.SI,IFAST Corporation Ltd,True,Asia,Technology
9101,0520.HK,Xiabuxiabu Catering Management (China) Holdings Co Ltd,True,Asia,Consumer Cyclicals
9102,SPEN.TA,Shapir Engineering and Industry Ltd,True,Asia,Basic Materials
9103,300682.SZ,Longshine Technology Group Co Ltd,True,Asia,Technology
9104,002850.SZ,Shenzhen Kedali Industry Co Ltd,True,Asia,Basic Materials
9105,603638.SS,Yantai Eddie Precision Machinery Co Ltd,True,Asia,Consumer Cyclicals
9106,BASGZ.IS,Baskent Dogalgaz Dagitim Gayrimenkul Yatirim Ortakligi AS,True,Asia,Utilities
9107,INEE.NS,Intellect Design Arena Ltd,True,Asia,Technology
9108,003816.SZ,CGN Power Co Ltd,True,Asia,Utilities
9109,601869.SS,Yangtze Optical Fibre and Cable Joint Stock Ltd Co,True,Asia,Technology
9110,601228.SS,Guangzhou Port Co Ltd,True,Asia,Industrials
9111,002867.SZ,Chow Tai Seng Jewellery Co Ltd,True,Asia,Consumer Cyclicals
9112,6491.TW,Pegavision Corp,True,Asia,Healthcare
9113,6469.TWO,Great Tree Pharmacy Co Ltd,True,Asia,Consumer Non-Cyclicals
9114,8464.TW,Nien Made Enterprise Co Ltd,True,Asia,Consumer Cyclicals
9115,KEN.N,Kenon Holdings Ltd,True,Asia,Utilities
9116,6035.T,IR Japan Holdings Ltd,True,Asia,Industrials
9117,6036.T,KeePer Technical Laboratory Co Ltd,True,Asia,Consumer Non-Cyclicals
9118,BBYB.JK,PT Bank Neo Commerce Tbk,True,Asia,Financials
9119,CENA.NS,Central Depository Services (India) Ltd,True,Asia,Financials
9120,6510.TWO,Chunghwa Precision Test Tech Co Ltd,True,Asia,Technology
9121,TLSV.NS,TeamLease Services Ltd,True,Asia,Industrials
9122,PECC.KL,Pecca Group Bhd,True,Asia,Consumer Cyclicals
9123,ALKE.NS,Alkem Laboratories Ltd,True,Asia,Healthcare
9124,OSP.BK,Osotspa PCL,True,Asia,Consumer Non-Cyclicals
9125,SYNN.NS,Syngene International Ltd,True,Asia,Healthcare
9126,000166.SZ,Shenwan Hongyuan Group Co Ltd,True,Asia,Financials
9127,VJC.HM,Vietjet Aviation JSC,True,Asia,Industrials
9128,1530.HK,3SBio Inc,True,Asia,Healthcare
9129,603939.SS,Yifeng Pharmacy Chain Co Ltd,True,Asia,Consumer Non-Cyclicals
9130,3222.T,United Super Markets Holdings Inc,True,Asia,Consumer Non-Cyclicals
9131,603863.SS,Guangdong Songyang Recycle Resources Co Ltd,True,Asia,Basic Materials
9132,603228.SS,Shenzhen Kinwong Electronic Co Ltd,True,Asia,Technology
9133,3445.T,RS Technologies Co Ltd,True,Asia,Technology
9134,1606.HK,China Development Bank Financial Leasing Co Ltd,True,Asia,Financials
9135,ORI.BK,Origin Property PCL,True,Asia,Real Estate
9136,3455.T,Healthcare & Medical Investment Corp,True,Asia,Real Estate
9137,MDKA.JK,Merdeka Copper Gold Tbk PT,True,Asia,Basic Materials
9138,BRIS.JK,Pt Bank Syariah Indonesia Tbk,True,Asia,Financials
9139,EMPOWER.DU,Emirates Central Cooling Systems Corporation PJSC,True,Asia,Utilities
9140,BPP.BK,Banpu Power PCL,True,Asia,Utilities
9141,OC.DI,Orascom Construction PLC,True,Asia,Industrials
9142,KRNT.OQ,Kornit Digital Ltd,True,Asia,Industrials
9143,GEEN.NS,Greenlam Industries Ltd,True,Asia,Basic Materials
9144,3132.T,Macnica Holdings Inc,True,Asia,Technology
9145,603217.SS,Yuanli Chemical Group Co Ltd,True,Asia,Basic Materials
9146,300568.SZ,Shenzhen Senior Technology Material Co Ltd,True,Asia,Industrials
9147,NARY.NS,Narayana Hrudayalaya Ltd,True,Asia,Healthcare
9148,1508.HK,China Reinsurance Group Corp,True,Asia,Financials
9149,0001.HK,CK Hutchison Holdings Ltd,True,Asia,Consumer Cyclicals
9150,1202.SE,Middle East Company for Manufacturing and Producing Paper SJSC,True,Asia,Basic Materials
9151,QUEC.NS,Quess Corp Ltd,True,Asia,Industrials
9152,6047.T,Gunosy Inc,True,Asia,Technology
9153,3915.T,TerraSky Co Ltd,True,Asia,Technology
9154,BIOA.KL,Bioalpha Holdings Bhd,True,Asia,Healthcare
9155,DIBL.NS,Dilip Buildcon Ltd,True,Asia,Industrials
9156,COM7.BK,Com7 PCL,True,Asia,Consumer Cyclicals
9157,NEWG.NS,Newgen Software Technologies Ltd,True,Asia,Technology
9158,MALA.KL,Malakoff Corp Bhd,True,Asia,Utilities
9159,BZUN.OQ,Baozun Inc,True,Asia,Technology
9160,ALSA.KL,Al-Salam Real Estate Investment Trust,True,Asia,Real Estate
9161,1113.HK,CK Asset Holdings Ltd,True,Asia,Real Estate
9162,CHIU.KL,Chin Hin Group Bhd,True,Asia,Consumer Cyclicals
9163,TPBI.BK,TPBI PCL,True,Asia,Basic Materials
9164,DLPA.NS,Dr. Lal PathLabs Ltd,True,Asia,Healthcare
9165,7780.T,Menicon Co Ltd,True,Asia,Healthcare
9166,3459.T,Samty Residential Investment Corp,True,Asia,Real Estate
9167,1970.HK,IMAX China Holding Inc,True,Asia,Consumer Cyclicals
9168,SBIL.NS,SBI Life Insurance Company Ltd,True,Asia,Financials
9169,OASI.KL,Oasis Harvest Corporation Bhd,True,Asia,Industrials
9170,EMBA.NS,Embassy Office Parks REIT,True,Asia,Real Estate
9171,6531.TW,AP Memory Technology Corp,True,Asia,Technology
9172,6456.TW,General Interface Solution (GIS) Holding Ltd,True,Asia,Technology
9173,603826.SS,Fujian Kuncai Material Technology Co Ltd,True,Asia,Basic Materials
9174,LTIM.NS,LTIMindtree Ltd,True,Asia,Technology
9175,300601.SZ,Shenzhen Kangtai Biological Products Co Ltd,True,Asia,Healthcare
9176,603501.SS,Will Semiconductor Co Ltd Shanghai,True,Asia,Technology
9177,002926.SZ,Huaxi Securities Co Ltd,True,Asia,Financials
9178,603127.SS,Joinn Laboratories China Co Ltd,True,Asia,Healthcare
9179,002797.SZ,First Capital Securities Co Ltd,True,Asia,Financials
9180,601828.SS,Red Star Macalline Group Corp Ltd,True,Asia,Consumer Cyclicals
9181,4980.T,Dexerials Corp,True,Asia,Technology
9182,300618.SZ,Nanjing Hanrui Cobalt Co Ltd,True,Asia,Basic Materials
9183,603816.SS,Jason Furniture Hangzhou Co Ltd,True,Asia,Consumer Cyclicals
9184,603728.SS,Shanghai Moons' Electric Co Ltd,True,Asia,Industrials
9185,NVD.BK,Nirvana Development PCL,True,Asia,Real Estate
9186,INGL.NS,Interglobe Aviation Ltd,True,Asia,Industrials
9187,603225.SS,Xinfengming Group Co Ltd,True,Asia,Consumer Cyclicals
9188,300595.SZ,Autek China Inc,True,Asia,Healthcare
9189,603056.SS,DEPPON LOGISTICS Co Ltd,True,Asia,Industrials
9190,WICE.BK,WICE Logistics PCL,True,Asia,Industrials
9191,BANH.NS,Bandhan Bank Ltd,True,Asia,Financials
9192,MANU.SI,Manulife US Real Estate Investment Trust,True,Asia,Real Estate
9193,BCG.HM,Bamboo Capital Group JSC,True,Asia,Industrials
9194,207940.KS,Samsung Biologics Co Ltd,True,Asia,Healthcare
9195,ADAI.NS,Adani Energy Solutions Ltd,True,Asia,Utilities
9196,DMW.PS,D.M. Wenceslao & Associates Inc,True,Asia,Real Estate
9197,LTEH.NS,L&T Technology Services Ltd,True,Asia,Industrials
9198,601456.SS,Guolian Securities Co Ltd,True,Asia,Financials
9199,6548.TWO,Chang Wah Technology Co Ltd,True,Asia,Technology
9200,SJWD.BK,SCGJWD Logistics PCL,True,Asia,Industrials
9201,KMGZ.KZ,NK KazMunayGaz AO,True,Asia,Energy
